Time,Average Speed,F(λ_1),F(λ_2),F(λ_3),F(λ_4),F(λ_5),F(λ_6),F(λ_7),F(λ_8),F(λ_9),F(λ_10),F(λ_11),F(λ_12),F(λ_13),F(λ_14),F(λ_15),F(λ_16),F(λ_17),F(λ_18),F(λ_19),F(λ_20),Time,Average Speed
3.0,59.17,77.4109267596616,5.597236238282115,8.071557778236036,6.565888522852977,6.062547177464077,20.376578384091047,9.019847108690387,4.291695072693594,3.096181312737139,2.1780161870515524,9.923843870657858,95.7147796441218,16.17519840481131,15.449940231481193,14.727288137102683,15.566433873715688,60.801549290358295,18.372256971198272,7.769091439359192,5.178737433740739,3.0,59.17
4.0,59.83,82.36024845953136,1.7635154905826198,24.220446010174523,19.037536247755106,1.8972699059221414,1.6332159393428052,7.220284121276357,14.79058246323072,28.371844088817134,18.78501493190258,45.58035482239055,36.59395966963689,25.509116807527747,10.518797009512355,35.32578152287446,30.234588564416583,38.650529868466094,61.623433910066765,26.868340300700616,1.147078669352851,4.0,59.83
5.0,60.78,121.3915533500695,9.12213189376206,25.81321284157467,14.5107046618188,14.830562947383203,39.78141794983175,1.8728824783961144,30.307578198917525,39.936301330320376,9.325684467752897,68.73148427173669,39.78463338906966,35.902930028930015,32.03372745594092,17.92274840943011,4.865627807001701,6.055964991568409,62.85648866706167,11.179017425845903,11.272001092199947,5.0,60.78
6.0,61.43,94.34832954899467,6.331101638958161,10.456322352168517,2.3483503770888206,40.63441797844953,12.178929253399751,11.597100801790173,33.772241519740476,40.02659070019164,9.520025871038085,8.409949339870177,69.26476641859675,35.14021997630301,35.80505715372379,4.654458256571093,20.2029423839383,38.332680693530236,33.027955101907,46.2456560224909,11.758665355592186,6.0,61.43
7.0,61.71,99.10759703208254,11.686586453697064,11.526504528976101,19.441421749446164,7.260081471745383,43.76276868173949,20.101827583948015,14.412789400958118,44.225840751800476,37.07006784377079,65.5501131774538,38.34711810735642,12.289372869388814,4.855230161618168,33.475457106721976,15.086391549575573,26.284688617560384,13.587858471555224,44.58440928339265,13.306112564492631,7.0,61.71
8.0,62.71,96.3458768410898,7.253169898374228,8.69214302099222,18.880152942462146,3.2764726543818874,30.528109538413844,47.48263506424304,10.233904579853535,0.8198872332153684,9.50344740787406,64.43679271236505,55.16482895778308,21.65160472041171,19.729850389573517,25.44719064933601,16.52381343246994,27.7514257554047,55.21009952803941,12.799107751065902,38.53311190570814,8.0,62.71
9.0,60.69,150.55518434728208,32.8760119071788,22.841084655585473,17.91298373917149,26.353599863803616,50.18064237481006,40.78970334255335,32.19040140615226,23.039300416899067,20.443103313829035,23.327810618186447,63.255212336634756,2.8524285370804368,36.85020937337144,1.5410059164568093,15.540092333304681,28.641335094625077,21.31280135057061,37.970725007865575,36.76498034748337,9.0,60.69
10.0,63.9,142.16182930246202,7.2768270445834276,10.69244639725407,35.486688559121376,25.040450737951023,43.64877607213804,10.006833180849132,35.28703764238247,0.5923143998824258,17.090100828791698,39.49720531462293,41.57073985282613,10.002225030098032,38.07217503420934,41.1462478286123,51.407511526910795,7.3914861457133885,37.085926177167195,64.00744213423958,22.406816222028958,10.0,63.9
11.0,64.12,117.69027147559858,12.085278273939998,12.147911223550933,12.449404152748032,12.53525123426121,29.05515111503331,32.37366063734575,23.716817658526214,6.992872428551719,5.832389452556129,54.887484408247104,4.420075853280266,0.01466129509725711,20.579477818614777,62.46190539401792,38.292762312291636,43.006035839464445,60.191768204435114,31.95616775896238,27.300472330596804,11.0,64.12
12.0,63.08,154.0357818724292,23.139318065244993,31.508634231228648,29.936738641200243,27.74356903564825,6.561300457436893,10.1440185596334,7.150166129200326,33.85183532787295,31.33775730672037,40.05157297821583,53.059240588130265,10.777020834985647,61.372379720527746,13.567931426117632,23.747184229428164,67.44109165264369,11.35955940277378,17.873670546408064,9.04503806623411,12.0,63.08
13.0,65.22,114.2403040829933,13.064789515503591,13.776190005476327,11.124838164240533,19.149655464049864,11.67659083740953,28.24469740111371,12.276634665992821,8.01013875997755,60.35815612629066,5.959704937262102,95.53883323192352,23.24249139575855,42.424571841552044,25.898781616607796,17.58952979303169,3.616654977905977,26.740145126372553,32.22850262821309,24.309336405733347,13.0,65.22
14.0,65.89,114.9842168759073,8.228241305452844,18.301718150688494,0.38242867047349094,15.77106371468484,3.5077967183748484,30.51383309731282,9.421000085734764,14.581848602868192,10.475509681040997,109.17566381916832,19.474439237562052,25.52467544396046,31.036804323271106,37.856461439474735,35.56189281623608,6.276543774429442,36.36728839611534,20.515479793570265,23.676754795423967,14.0,65.89
15.0,65.0,148.89081128199405,0.40297629723953676,52.415903543882266,15.139816418005948,1.5624649459522333,5.938322706107342,11.542468266518622,19.965819555902478,25.762875246642587,37.71740913414266,83.48945164072983,65.32383156298557,11.807179701643019,9.643190972791057,20.469779872560817,24.54608406497549,9.688007106590891,19.233269220494066,24.401564757160433,30.51229260478467,15.0,65.0
16.0,65.29,104.8429903788469,23.197054460847138,35.509553428377515,20.05784935064626,2.0252282151117686,32.35600898759567,10.346904879637528,35.520124326178355,5.280300172100599,41.86991477181621,7.939812265930996,89.49268159917628,6.255528523086809,17.129549812495046,12.386793599553881,27.06379740981132,9.259191162277968,25.300487741846805,47.16078764546178,16.747348572550933,16.0,65.29
17.0,65.8,126.67568791875982,10.394760284253023,25.423410661564567,20.988711843462532,7.733211343256018,12.689017216642203,37.35960948418564,12.412388049749643,15.210012523972312,5.769284496552357,119.99860669032931,23.962477340617312,20.788201290361627,8.629364827622727,1.4315309214537582,17.840533192236496,42.37636133068932,3.774418046226252,44.40059256649129,15.901655302584775,17.0,65.8
18.0,68.27,199.4648725315762,22.713906234956635,1.466371443074804,35.18766584268664,19.682427737051626,61.6722377781512,4.654075649277937,49.58841258275943,2.9180617104172057,40.79717079679331,50.95454997596457,68.11564818225183,13.40904071464926,5.5976529085442905,2.7727173429388614,40.90462089132854,0.6125358845174951,30.49646522857943,38.050088265597225,14.096959564162626,18.0,68.27
