Time,Average Speed,Frambda1,Frambda2,Frambda3,Frambda4,Frambda5,Frambda6,Frambda7,Frambda8,Frambda9,Frambda10,Frambda11,Frambda12,Frambda13,Frambda14,Frambda15,Frambda16,Frambda17,Frambda18,Frambda19,Frambda20,,
132,42.87,135.728638,17.13875322,21.52634882,22.31466089,19.13050224,18.64400502,11.58186218,49.99848232,15.28707928,41.22791848,11.11628379,2.856017573,33.99497357,2.086133932,15.67461415,62.49808331,43.25895188,4.804767901,15.58147105,16.43245644,0.89961596,
133,39.29,57.84817042,0.348762981,21.43592315,7.288264898,2.838094381,40.39570195,18.8712803,49.73195666,3.662834566,15.89488253,17.77935027,21.03311772,35.80308468,38.06891094,34.44240433,18.27983293,10.20281705,8.377758244,25.29132578,31.69477676,0.419463878,
134,48.86,147.9835184,67.10839245,73.25246312,14.57453251,10.64119302,20.29093511,25.96635615,10.53276706,32.49094696,8.449821417,46.98009296,19.85697798,30.7198637,52.69602418,4.870813824,7.795987166,26.31550991,37.59118084,5.170745795,16.46028923,0.65354675,
135,64.5,80.38459992,59.08183644,66.18650981,4.747724157,26.67047819,12.91578738,37.13828075,20.31238623,7.812857626,6.882470009,2.041345212,24.57674036,52.80376226,43.29776852,34.80092389,22.065231,14.58261073,48.70594142,2.719141267,21.7177497,0.635692465,
136,46.65,155.4055229,95.83515828,82.14272908,0.390751568,4.419835058,6.686460822,4.491047278,1.639256602,18.1151561,33.12310217,22.18925379,15.99492316,13.94762626,11.06675635,7.693967167,34.11208475,20.34159802,14.56767013,2.820492486,11.60913135,0.532140822,
137,44,78.536926,38.40857536,67.95665615,7.827880295,15.61012757,41.65150434,18.46336216,21.59285381,10.31905171,17.76417739,21.39219975,27.40216831,9.61361855,3.933140898,26.95459694,30.29808363,34.56606879,35.53909582,28.51978623,20.72416107,0.408397583,
138,51,143.6361482,107.4998326,91.73856334,1.587030502,9.321114381,24.79086614,13.71883151,1.763669754,22.11811885,2.921279777,9.244541713,15.90072846,13.95897136,6.293618845,25.6717394,7.82953096,5.411691593,4.186540866,0.50319568,23.96381414,0.707265066,
139,50.71,74.11840544,63.27115168,27.11130522,13.87909526,3.999223937,13.04337264,48.48983282,19.90237957,8.023946519,21.75230756,19.21891095,18.62605898,7.142510506,2.25909643,27.94006019,33.27180658,49.174107,38.9664218,40.48673798,11.2163355,0.596828994,
140,44.08,121.3609232,111.5484578,45.51514458,14.46658003,25.91122743,24.4407166,12.55052499,1.703786896,25.29354125,7.720152481,16.96414276,8.577762048,24.58559905,8.0872664,10.6179925,17.1226454,10.25901853,18.23626989,5.148229856,15.82968564,0.41635591,
141,45.83,57.57939317,51.16044087,35.5492874,20.48401272,17.9151597,19.6042313,23.81929634,10.00676203,18.24869037,29.89772802,45.94408005,47.60565026,46.82644728,26.99352778,11.62074676,21.64305916,0.690003866,7.78646437,20.85527765,3.896111444,0.733698815,
142,47.08,113.9484694,99.31690584,57.85583814,10.18973084,3.349313937,2.285417173,41.94663224,32.39123419,26.38943194,7.5640298,3.141501191,1.309152358,24.0453721,12.10490929,24.62486528,8.469292755,9.18810007,29.50520459,13.81861848,30.44114226,0.648863555,
143,42.11,81.30424087,78.28013348,46.82553059,7.829969035,16.72191646,2.598020094,0.897797983,10.23850878,7.044919593,9.556239544,20.63516779,14.58465876,22.41037729,28.21277696,58.06533776,47.14161655,30.39707502,27.6631013,13.18445672,14.77367804,0.502091953,
144,46.53,118.8938351,101.334405,70.73812638,33.59759697,2.650181584,1.15177536,3.645446832,15.17297378,2.886746586,19.45960773,17.86243059,16.53834946,29.91777128,15.08816317,8.665474452,21.56508091,4.93663897,9.098340444,20.79968975,15.61459596,0.431096245,
145,36.25,33.26528141,25.93301458,24.57719926,0.053847926,5.050424074,9.346635485,9.515826584,0.447203331,17.16320101,12.22267818,37.63033079,29.20042669,33.95299961,10.05174789,3.972099777,17.52732441,29.21124618,14.99674049,22.03013079,3.900067476,0.568456449,
146,42.11,65.2451395,67.30892522,28.75481495,5.961587186,31.29627549,20.25808702,2.722375879,13.97323757,34.78540857,29.82773724,24.72755162,29.31250643,26.08723678,34.15839182,33.15554186,21.16372289,22.62473067,11.53785465,0.821841973,2.844059883,0.543216838,
147,41.5,70.58889569,40.34872063,57.24173843,33.95588442,13.14748495,17.24300273,12.51181363,28.09554996,41.16295928,42.19459303,40.62053247,21.78904611,16.05416892,17.51812108,28.53002195,6.400409035,29.02274771,10.20529363,7.794491318,15.52911956,0.529627586,
148,40.4,62.55654767,52.94940503,45.98903094,17.96186016,8.466754953,6.880298703,18.80772462,7.442011417,6.261729841,32.4976888,28.76929885,51.32920588,30.52854019,25.9898416,7.661177061,5.43031418,4.074784575,12.03400113,1.760638057,17.59106383,0.801606209,
149,42.8,43.5850334,26.9470334,41.88641843,14.723842,8.397132542,7.190541837,17.22187355,6.134843562,11.38641406,23.79180725,20.21569144,37.15984278,43.01861258,39.21727362,45.79176237,24.74587611,19.41691745,1.402136205,2.222663203,3.674607774,0.690400679,
150,41.2,70.22509133,72.59987407,63.66341371,48.11401143,24.54782973,20.97684868,6.993492029,17.6263906,17.82903389,24.28072616,16.42455066,0.829884567,0.647362023,17.18853778,16.70613022,21.83900876,3.163435489,19.07179082,20.32830353,29.3890907,0.634552178,
151,18.4,21.10624752,10.33520232,10.81045918,19.80824309,2.880991849,9.889889573,1.528281269,10.14597699,4.59471906,10.73218459,13.20706787,2.247981651,17.25944119,3.84511943,1.345696766,16.6603998,3.757069921,1.002784749,6.683686194,3.670651742,0.860207936,
152,35.9,77.18628638,55.10692538,74.84932463,49.93045945,28.80823214,32.6415254,11.66776139,14.03128091,12.56936273,3.70588729,1.144254574,2.464349127,6.317919998,13.01173684,11.79271281,10.99657987,8.54852096,4.685645728,8.30333097,9.074029557,0.490393585,
153,31.25,49.96255907,21.5132885,41.54280924,6.205368299,16.16398951,17.67804255,4.070680973,5.898403297,22.91654432,12.79454291,41.13484038,28.55932907,38.73209711,28.88068782,15.21489993,22.68936349,13.85788548,8.029329316,10.77683063,11.64733417,0.514889373,
154,41.83,52.40938712,52.03768573,61.88379721,41.51469997,48.48160354,25.48818013,29.93383628,14.54272737,8.090834708,3.151440633,4.151494944,2.451432224,9.107222216,3.282424531,4.229808293,7.43545211,4.493692389,18.66459238,4.350722397,14.78520677,0.704349331,
155,26.5,46.68750051,23.66722754,32.72200713,6.092151799,10.31870823,26.84066743,21.44528885,28.13354739,20.48788785,13.27920072,3.256187251,19.32129655,13.5095054,18.21716238,12.17442236,2.305043422,11.82523125,8.888968168,15.4678925,8.831107086,0.475618417,
156,51.57,59.43579847,59.21073344,70.52616333,41.90952147,39.46041765,17.7249921,11.63965814,0.33584124,2.493960239,5.854311261,10.86902327,2.186069381,22.34218966,2.291675305,23.31041161,2.039414991,12.85687416,1.711665368,2.03383822,2.738662748,0.998121671,
157,12,16.51793284,5.07789299,0.057116002,4.564657131,0.069791796,3.319217905,6.464035996,1.522117026,2.269981404,15.29434097,9.164780161,11.17801771,0.158462458,4.122884237,8.105898912,4.333869824,1.769885101,2.033753829,12.3837308,6.423640548,0.662357518,
