Time,Average Speed,Frambda1,Frambda2,Frambda3,Frambda4,Frambda5,Frambda6,Frambda7,Frambda8,Frambda9,Frambda10,Frambda11,Frambda12,Frambda13,Frambda14,Frambda15,Frambda16,Frambda17,Frambda18,Frambda19,Frambda20
24.0,71.65,218.59267416667862,27.34669860787453,16.278237851773856,11.414976793246183,35.82416272021615,27.31394024252402,40.636900140809175,12.699565183626211,43.00309758467706,44.648664951295224,13.484388368956417,76.31420783356344,45.297151596769815,40.9746889080863,0.3649745898561054,9.806273524028713,15.108514095315625,1.9217283325270014,7.19068887384984,65.78665002954887
25.0,71.29,224.3876891365146,16.8780909703414,20.02109364894919,3.930966009058954,23.84729186217644,14.535378178253573,18.727717354473484,35.30632715653808,22.037239638162134,13.05720859601924,29.540058407737767,42.49507477882263,26.169139625156,95.19677622188063,39.74802840548532,26.656396987716477,15.104637502335132,16.982633859927656,26.129779181667047,37.60507894366728
26.0,73.0,128.46885493574476,8.306863269742014,12.017281681248164,6.268002779889498,2.990009172127663,26.33772360836102,33.62318187423856,44.34562534646807,9.003067407234084,13.132022422980272,22.53091919848267,49.24489150336741,40.020522681971826,79.97596898439039,82.81372090678636,57.23724715243344,12.341765781518816,28.850843905918744,2.8475264451333615,5.509933644663555
27.0,74.38,233.21681820620083,12.16028060579741,12.079151833478083,0.3145326057169022,30.161670385473037,56.386339594568454,40.50039548897836,0.7695182944974235,14.159154021419585,4.716065610760381,20.59926086679644,21.14967894167971,58.468261795669974,71.61886919904175,58.64769128607627,37.55599432642515,0.45040269562525737,23.532475075173274,36.93098993408587,32.24863533558823
28.0,73.36,174.72337875887436,7.694933262944808,50.59305173021252,25.413871789517216,39.02258590012829,8.602210534099271,3.9521672099456637,7.120543361604533,16.47064560057033,23.594909689372088,36.21005590242916,9.654725903641303,61.45529163595813,51.455929237651226,97.69664648080499,34.855645891535886,29.78868151669863,32.52281159456325,11.83210592425575,53.17356001944421
29.0,74.0,247.26684356360653,33.26366994972422,6.099973770965537,18.985441178705692,25.388618435051377,42.46714034871552,1.968896084808888,9.677310794263292,53.696013894976964,32.483368308523744,4.511192076343696,27.961391698946805,72.7555363968476,23.02819442843376,34.93680917156631,35.120268437745445,1.1551518310211861,46.43409496047029,36.483476353760246,23.44372240365594
30.0,73.09,179.9482310783651,12.29387201425496,17.049938434227734,11.807318070411874,8.977051976396288,19.768085398170925,54.88573984893795,46.70852311034186,6.653820873499065,71.79931617834775,13.873318531978283,54.19942971263056,52.42905538493082,29.731605616162973,36.030005400057306,17.200287806509525,30.557200729325416,49.84078681184232,1.2041083013010354,63.232446824430305
31.0,72.08,275.9159775017762,3.435602841791443,15.286386046364779,22.535416093742295,9.332182285342345,7.054122057083106,18.216282084111576,24.358487671126618,21.96141051452242,54.87566298309284,44.01262225401236,48.32874167256737,4.674193164467374,6.515007674629146,19.273023908697724,27.543566937156857,4.193663965277867,17.015763706646176,48.16615390984333,33.795263223482365
32.0,69.8,154.6894429097287,0.06297264687862736,39.72730715281815,2.6974344127864462,21.377765331009417,10.219320175869878,30.60861117114002,51.20124791151518,47.674637296054456,24.499983072297734,6.758877415125475,102.66681084338406,71.75231343498658,6.338020478288907,13.003062255585682,7.270373627010855,26.968110862473015,24.386327667465885,21.206480384090522,0.5220697487108588
33.0,72.95,278.66419095544677,33.334993708223614,23.94845490245293,39.66443698376916,0.36281277073312523,20.6542839621927,19.360597597448198,53.843762125888034,54.08591359748106,21.455234901561507,8.713916486685068,3.9300197486840514,20.020646055942258,20.944834850387657,10.314428749604437,29.261143763700353,6.419430272768389,12.732841757541662,31.829775844776556,23.705746285953882
34.0,74.55,177.16822879727394,25.757788559889814,11.448654578897791,9.488669001859993,26.190265845800255,55.382698921639886,23.76065147285027,23.126905543819085,46.51444782595314,64.52116284892804,61.164771415287255,20.44382328034412,24.982368221199003,71.07016235671037,51.30835000441398,56.09485191372123,5.450639280318754,4.525755609186518,12.95184697891466,57.15235052942111
35.0,70.05,253.88729169742658,40.81381572670219,9.178226975445481,2.9647186481415257,12.096296006703128,4.15257929004099,39.59844002779405,31.953451193030528,8.643077668453191,61.47461179107022,60.00864064484265,28.161428412669416,28.77678161448508,20.051436840813157,14.755445383975934,26.034382057688525,14.266360964295144,20.748016449889853,15.923294478883227,29.9775354397575
36.0,69.92,198.05658930093293,57.416024391438995,11.291069502470613,15.810007845242165,33.46921165154021,7.553953270826684,33.76823035186278,41.382556191753494,16.01144335360608,19.353999103955854,71.72345253471984,60.110689311176046,18.257623428423887,31.354569872546495,15.206651511647916,60.126245068869935,41.19733435060928,38.43622465891052,13.626969270076218,16.93740278933293
37.0,73.26,261.4262220877339,23.168587266751285,47.83385716121803,30.59074049753623,14.510441913411952,6.832557606856037,9.173910284885832,4.953664933896462,41.51439463816641,71.95711544921322,16.48115073835294,46.35701005104792,60.33129202032963,9.081324027245135,22.260769445830014,20.95546739242964,10.910691644294301,33.554623503982846,28.80999518264978,4.229285670837292
38.0,72.89,145.12117639990515,15.524847785173883,27.015451861748446,19.428301738454135,1.7250870845990711,4.927996385772728,6.411525422761496,9.325613350264845,19.560063393176343,65.50926882561734,8.341363091839636,7.983297358555788,42.08537745596058,40.6010985482701,19.780726755183995,23.364322189527435,4.684807274762802,129.9467757736392,1.829741338697719,17.566028367872335
39.0,69.71,265.33781828497024,19.899895778901538,72.9870806631149,8.845815184362273,20.06977899913121,10.16779843803812,21.94951589070631,26.065098720267233,36.0037186321016,38.57209971574651,51.07823055386764,6.094316987359916,30.355375772915025,23.771265812757576,16.30871717984904,24.260198233337764,36.2488312855329,2.6839378093682953,0.9983543208354515,10.425488501227482
