Time,Average Speed,Frambda1,Frambda2,Frambda3,Frambda4,Frambda5,Frambda6,Frambda7,Frambda8,Frambda9,Frambda10,Frambda11,Frambda12,Frambda13,Frambda14,Frambda15,Frambda16,Frambda17,Frambda18,Frambda19,Frambda20,
56,64.27,152.9241087,24.20397309,9.295257446,17.92123095,49.84813565,20.2388202,22.074347,11.29070633,9.667440153,9.28284103,94.1055665,13.19328735,69.37101656,43.96106986,7.247382918,13.43029737,24.57733518,28.74319408,25.47502304,38.21064708,0.722824135
57,59.24,239.7816007,35.95501383,20.09649412,7.759643613,5.931242269,32.43177947,34.16671548,38.28439878,0.890399058,3.087874915,13.9616361,6.787364805,35.17614004,35.68112133,13.19469977,6.379791706,18.2746224,7.792464868,26.69696495,21.83665357,0.564302215
58,63.78,131.6846312,23.60753726,9.77055595,48.84348325,7.113069822,21.57899888,44.66653857,26.35010682,11.59334176,21.68786022,31.2231214,29.32855494,11.66037557,87.58984009,0.6732305,23.56706643,39.8966132,46.11767259,2.748176736,6.423640548,0.889533173
59,58.5,217.9994541,6.428171803,0.258627206,8.328461969,37.16599267,9.085827591,32.62383422,22.39983702,51.6995803,62.34878813,45.55860655,7.840519938,11.18897112,41.18402627,17.07583263,3.223465168,23.74130432,2.188268727,1.78484351,22.6795495,0.846681586
60,55.27,130.8838942,3.835118488,23.81526748,6.240554823,63.54887014,9.782907221,31.1746783,19.35595442,7.882066599,41.23932658,4.337313767,6.701944258,5.728015367,36.85158884,14.64581811,38.76097965,3.629757657,1.003409787,67.55364733,61.62735601,0.995363268
61,54.52,228.2599238,26.41006706,29.13459687,10.75009302,9.209192596,0.874783265,2.208035156,39.63881262,45.6371564,39.7006384,23.08858755,4.122941034,7.250401801,20.49417788,0.746789733,44.53252561,35.23288912,24.48565945,7.91090267,11.70893381,0.751733591
62,55.44,106.0119678,16.14273951,29.89719741,11.31523738,1.075388834,5.282661475,10.3415632,28.28994889,73.26401163,8.734997668,26.34454695,8.510912648,17.76870605,67.53139106,43.35113087,38.60149345,39.47259907,17.37397407,19.03238782,32.14801355,0.52483185
63,49.84,181.7624775,38.240158,25.01881473,0.073057597,55.78692537,3.906982234,44.38675717,32.70939349,20.69858224,25.89785401,8.624963286,25.33629657,29.6957876,42.01542037,36.38825458,46.27834995,15.09362362,4.661841828,25.347816,14.2889918,0.539822884
64,55.44,104.8024702,2.094271469,39.56773091,9.884104615,7.163082428,7.509842535,37.68936736,27.2336374,12.66115423,2.602149025,11.92619289,22.32982093,74.99273537,32.23952884,84.92113875,6.157854693,15.85858187,5.376516025,0.997531386,25.95658608,0.983625465
65,61.19,219.1580615,34.01239955,18.75389341,1.45566273,39.20847551,22.45712429,60.26581065,2.719515583,7.687884478,19.40542644,15.631107,45.37037033,14.9900619,30.42248456,23.04112676,3.005142483,21.58480088,17.78817046,66.04414366,40.85708006,0.625230352
66,59.5,109.2018893,37.55534078,26.82215987,3.985632061,16.4144555,9.30285274,10.08244019,27.87410502,39.28997476,24.74047885,38.30051825,9.47699424,6.305076378,4.084774025,21.81202703,12.98843706,13.32304336,45.78113942,93.32617718,5.86E-14,1.094867306
67,53.61,202.9319633,47.8046983,73.77166458,38.2167553,2.820876773,18.2440334,28.0583434,21.67271571,32.98097938,26.66090308,28.17418357,19.68625559,26.82197493,27.99905978,6.960773412,29.74756838,18.25059996,9.015911648,24.40588175,17.94811482,0.364903703
68,54.91,129.6302597,7.767337936,75.40288586,6.93363166,28.3459212,25.32725237,17.72512939,1.791567361,39.49271439,38.38435579,12.96375395,2.746218687,15.04136709,38.23911405,33.10689049,9.451276467,42.75545448,53.0367203,46.07231172,32.97822207,0.573601425
69,45.65,165.7705705,29.61287202,72.87705958,11.39896061,30.70621694,15.93794504,11.65811971,18.03436733,19.84921722,34.86988915,33.76226659,33.38279025,9.782453617,9.362830685,13.111609,21.13601058,7.606933479,18.91190603,28.15866555,36.38009656,0.498135525
70,52,89.79262302,43.00399701,44.93341029,20.17163911,27.89956072,2.995932868,16.09596749,28.65970668,20.4854594,32.93994714,21.54385494,57.42291802,66.21945223,28.61290973,27.9862963,9.306323733,2.349026965,7.009746311,21.02972989,16.83841965,0.768668733
71,51.93,122.3004849,50.94320138,103.819668,7.482338179,18.97276924,3.090101404,14.82719297,18.57621627,42.109449,19.68517267,13.54476053,13.53548743,41.24216467,12.06906924,22.68331807,11.12597537,16.0415981,4.989570072,42.74117611,1.766153542,0.732435464
72,57.5,79.14842819,44.51614898,38.31586978,10.14153201,48.60073432,4.73062016,39.11763407,4.907274627,26.27755414,42.80602004,26.89149546,45.36676549,11.32105367,11.87180405,32.73575786,29.89168372,9.398034775,10.72247637,6.849688379,1.605910137,0.715648733
73,38.76,128.9257084,14.43140353,83.09751046,19.44672127,26.93762521,16.23179612,1.945956895,6.243351181,6.488262472,26.663276,39.02490875,49.41575054,34.64918876,5.119845652,4.647041455,9.317439257,3.357731261,18.29974509,16.52472038,14.01264186,0.786623106
74,37.62,69.0541359,14.99185785,43.98314926,27.6060321,4.869163435,28.34266206,19.5415088,0.429064049,17.39187981,4.56075061,27.60203687,3.152525561,15.39215534,10.15795002,30.27170605,10.6036761,14.82938622,25.54891799,37.08603951,52.53620306,0.620590702
75,48.11,80.54682134,42.47035882,78.63124485,4.179570051,38.17637347,13.09677965,24.01923718,7.083736954,31.59032304,11.91629708,17.40285484,13.43046105,20.72184163,19.77299049,29.18255989,21.06299146,10.28019642,25.55870294,32.34920144,34.78291781,0.336845235
76,46.67,32.11820274,39.6567869,24.37931483,4.83773778,12.57358194,22.81058203,24.05758567,18.2219349,9.865950291,4.055203638,4.055203638,9.865950291,18.2219349,24.05758567,22.81058203,12.57358194,4.83773778,24.37931483,39.6567869,32.11820274,0.572712479
77,37.46,81.4481802,59.96028469,55.48867257,6.478265013,27.68633385,6.875765813,29.82406298,14.82837412,30.31527797,2.322141361,22.35151032,6.249913759,22.05972037,26.28916698,38.51155628,11.96660421,0.088023779,14.37005464,31.10157993,33.98333942,0.569164982
78,53.8,60.03297459,53.4087608,42.01003368,27.85236353,19.00348404,21.81202944,4.68234816,1.699555031,1.567124444,15.72910648,9.591423314,16.02120016,32.43975408,41.2505945,22.26114038,43.80575216,19.4301133,3.869702046,21.81205269,0.991610617,0.654255259
79,57.22,79.57547083,90.18559189,62.97730296,51.39075375,22.21859081,1.140594859,8.819566075,10.16886595,4.801300797,2.727401824,1.359197542,12.13114506,3.13584075,17.61746354,23.2044056,24.69289049,21.81222162,2.740297817,13.82759474,12.19082272,0.621023934
80,36.67,25.23573073,31.87419192,21.6371646,8.131992698,4.743382981,13.79649726,17.64423484,17.03227281,14.26396798,12.00734966,12.00734966,14.26396798,17.03227281,17.64423484,13.79649726,4.743382981,8.131992698,21.6371646,31.87419192,25.23573073,0.458247011
81,44.89,82.46284826,85.54770219,61.93922732,61.02315406,20.07584497,6.181351553,3.119213582,6.21348104,3.154075564,15.92145457,8.187194188,7.186567619,14.03000508,5.121406945,11.74430453,2.208704987,1.654595886,2.504881201,15.39986919,15.47345397,0.625362469
82,44.25,35.09665125,45.26352333,37.61058884,34.33749268,34.32491369,32.61693341,30.40290708,31.21111785,31.42502289,24.55749043,13.06668992,6.19915746,6.413062505,7.221273274,5.007246949,3.299266664,3.286687677,0.013591511,7.639342972,8.492338185,0.551842051
83,35.1,69.28355163,55.59723264,38.02388749,46.48845236,4.628100356,5.609470858,14.38422721,29.10920596,1.791510064,13.15653943,22.92287928,7.792532413,8.725224393,26.17078576,12.52504471,13.71744503,16.45866223,22.11477037,14.83530914,2.49E-14,0.516159145
84,44.5,56.41601043,58.831058,25.84105884,18.42748667,20.18196409,0.496898815,25.55166342,17.55481317,10.25330658,14.27455169,3.736537733,2.662081146,21.8426557,30.12156278,12.28952165,6.751024768,29.31427897,43.40282608,26.59363374,8.238706313,0.704863467
85,37.3,63.74578519,56.15532474,60.91196611,58.01775465,19.71293401,34.89993775,3.979641364,4.76880613,12.15208418,12.14833878,6.938353756,7.437770223,3.14891444,21.75506045,6.918361591,9.934955447,10.03929446,2.213099395,3.299881381,1.867114698,0.75976056
86,34.33,42.22006772,24.6341491,34.70937243,31.96287081,12.42219859,24.38027201,1.228271215,10.34831076,3.790142249,4.58753762,6.412118494,0.505948629,6.353565275,2.343315343,26.86461982,16.90244869,35.54730466,35.08446431,21.55780088,39.00824745,0.731497183
87,25.25,41.16801616,38.70264134,39.97399908,36.87796146,22.78894443,34.64732382,15.61677149,16.05689757,18.2328425,9.89144613,28.70870044,14.513837,16.39153084,20.46945271,2.609979688,14.20844362,2.517875487,8.376322328,3.09746705,12.97409703,0.651535387
88,31.12,57.12451773,26.47945365,36.56798896,36.72739995,18.82905813,1.66450216,12.38100933,4.672015086,25.90731434,17.1567705,12.21144047,8.455927426,19.79012795,3.119279572,17.16889215,5.850998535,6.696954264,25.78791895,1.634442445,21.79449472,0.651811417
89,36.5,44.1504207,9.768862687,39.40336193,23.66280719,21.70509347,14.03282963,15.94963709,7.231420794,1.577855916,8.747188206,0.753373728,2.877968093,16.28654373,0.565646758,19.05314861,30.19931426,8.58577563,49.57023796,17.94621664,29.9266452,0.845545798
90,27.4,31.42995554,3.748771866,21.12480138,14.26846898,10.48375407,18.18177276,0.07812503,13.53861199,7.752044535,21.10017717,16.95858469,3.674391687,2.418296989,16.719054,4.868161285,17.26076875,15.66166742,11.8972238,11.08885424,19.50033738,0.497732705
91,27.38,44.81281312,3.375522009,24.15878233,16.06470945,32.21042287,10.39952659,5.378129505,1.20836254,22.53115236,3.56706585,14.81520895,6.637702798,5.892826307,16.80413308,8.564524922,31.64067987,1.037724541,42.77936091,15.8092629,20.9535768,0.731318238
92,17.5,24.08865206,11.25774266,6.11151074,5.587533089,6.816763719,9.437921179,4.835637663,11.17315961,0.98723188,10.70441491,6.611895414,1.051959771,17.64931201,9.580566924,2.670320297,2.448022779,0.549880791,18.58125183,9.402746288,14.45319123,0.776362799
93,35.88,47.01474069,14.718494,51.26321892,16.75079664,34.83837728,16.93110448,21.03640737,4.423342457,17.62655657,13.53324665,15.52888767,12.79555614,0.579970058,3.834945617,1.26856207,15.07620972,3.42945917,8.658551807,18.85218618,6.94291296,0.711452617
94,6.5,2.98240454,2.102648702,1.883944328,3.760568368,2.330006263,0.825424905,3.397024646,3.249825293,0.065476341,3.643806721,3.643806721,0.065476341,3.249825293,3.397024646,0.825424905,2.330006263,3.760568368,1.883944328,2.102648702,2.98240454,0.48349202
95,26.86,37.88900157,3.885424238,36.19625664,20.77235573,20.37841212,28.49936214,11.11564323,20.69338709,18.71596397,1.410562213,29.43083512,9.779409608,16.59477969,7.173486872,9.703465541,4.588104678,1.567247771,5.946988726,2.63738031,8.091969645,0.812220511
96,18.29,24.66161204,6.766496463,16.76715365,16.38093672,8.489232514,25.700435,9.225211189,23.17443478,15.40050828,12.73272182,13.5367879,16.7068882,23.08163291,7.529733232,24.34330805,9.290021909,18.7341805,18.13917316,5.545054915,22.82628617,0.401374758
97,16,11.24137096,10.93532049,4.249891697,1.858154947,1.407924647,3.210585821,0.720912385,8.774697009,13.72615267,11.72633814,8.114769474,3.964863065,4.849130794,8.801199114,4.87170703,3.530127922,9.143956783,11.62402967,8.090224824,2.98240454,0.419466474
98,10.8,12.38844963,12.21593145,8.373558348,3.763899583,2.448266486,8.403470749,6.099732021,6.717120946,6.521465778,2.923290144,2.923290144,6.521465778,6.717120946,6.099732021,8.403470749,2.448266486,3.763899583,8.373558348,12.21593145,12.38844963,0.472677597
99,19.67,24.58486703,6.143684418,8.864215139,9.086162599,15.49087403,4.668301957,18.21459758,1.153413782,11.15006707,13.57323471,3.530005641,11.98876231,7.32165572,8.800750333,5.661652956,16.15983985,11.15305519,28.22969781,4.175491318,3.478619509,0.71840331
100,21.6,21.95473812,23.93767637,21.17958454,10.69241989,12.14556018,8.532055005,13.20970369,7.123609357,7.414258068,0.775664822,6.376282635,6.976996595,15.18669679,10.52391651,8.839471688,3.156818169,4.511481669,9.687307854,3.827542311,4.82448378,0.477709453
101,16.1,34.71852083,31.67211308,16.60252557,1.852052133,1.77779995,14.99501376,9.512549648,0.852142254,9.563602956,7.133860637,4.595824496,3.18687176,0.572509218,6.822295952,8.536989213,14.3139217,11.79216198,16.97378637,6.998867225,5.812138365,0.605254757
102,10.25,9.406045089,4.3117617,5.206859771,6.753034699,7.33366782,1.374339667,8.081772047,1.163193342,0.744823775,1.351238938,1.351238938,0.744823775,1.163193342,8.081772047,1.374339667,7.33366782,6.753034699,5.206859771,4.3117617,9.406045089,0.675489953
103,10.33,13.61902669,3.130843716,10.52624296,6.658807558,9.706057977,3.203982279,9.697571922,0.200914365,5.644890183,4.586475325,2.126148154,0.379972093,6.590918655,5.938887965,3.441075853,11.24190996,6.55705721,6.658828521,11.12692035,6.736554669,0.541727242
104,7.2,8.258966419,1.757213678,0.31526194,2.262986829,8.72458603,6.635060914,1.17460153,2.734780466,3.193133262,7.294673816,5.09806079,2.804826933,0.230422302,3.978008507,6.959380263,4.946360278,2.09853637,0.930080487,4.910778617,4.588314677,0.543977945
105,14.8,14.96093492,10.78936766,0.193104309,1.240679009,0.108152268,12.03866257,19.62198225,8.504122766,1.305227995,1.081942192,1.269443298,11.38802493,15.50206086,6.417507145,4.912121829,4.86722544,2.20490845,8.744960129,10.07371297,3.948979698,0.609190407
106,11,5.047146145,6.277457198,3.90397513,0.589430106,2.867198517,5.632681776,7.040393025,6.750999951,4.834261478,1.752212202,1.752212202,4.834261478,6.750999951,7.040393025,5.632681776,2.867198517,0.589430106,3.90397513,6.277457198,5.047146145,0.459768091
107,13.83,19.04150591,15.72155217,1.823269151,1.690828417,7.311646474,7.12537759,4.533657819,5.38147126,5.668622973,10.82608277,14.95171021,18.64006721,9.378679224,1.814249562,2.876827332,4.735784988,7.975913888,5.924876802,6.636612732,6.653056282,0.623907984
108,24,5.505977613,7.36472722,6.144743755,4.25888196,1.91150422,0.643014661,3.127852927,5.273739795,6.848135125,7.680428755,7.680428755,6.848135125,5.273739795,3.127852927,0.643014661,1.91150422,4.25888196,6.144743755,7.36472722,5.505977613,0.459768091
109,13.57,21.79449472,10.62864776,5.099779766,7.344593688,1.314248385,9.939105839,9.257215739,4.223252165,9.508756979,5.75343392,7.404225916,6.008354193,6.247667826,11.50450993,3.317665661,6.650035374,2.545481222,3.506184337,18.44749848,14.45319123,0.617002545
110,16.25,14.9120227,11.92030661,9.304055818,8.48066732,3.914154973,0.548620797,1.768634664,0.972385739,9.037135527,8.341868684,4.04169606,5.004173807,5.449744927,10.88248609,11.61807524,15.54243684,10.12781536,5.963308373,3.586123941,0.229415734,0.605260617
111,11.92,21.25018685,7.778674748,4.047933886,9.242939899,6.589609782,3.446147588,7.9384733,4.599745264,12.85505744,13.76587005,8.359657617,9.109643497,11.73903841,6.238254565,0.694909089,1.97059501,1.695734912,9.318850958,13.975037,11.61472602,0.591959979
112,26,5.964809081,7.418813052,4.61378879,0.696599216,3.388507338,6.656805735,8.320464484,7.978454488,5.713218111,2.070796239,2.070796239,5.713218111,7.978454488,8.320464484,6.656805735,3.388507338,0.696599216,4.61378879,7.418813052,5.964809081,0.459768091
113,12.33,16.97676431,16.07451678,5.212298542,3.258767676,1.68002554,3.963222512,9.363208883,15.12923337,17.55854261,10.22201714,1.868549835,2.30705491,3.25793274,2.553163794,7.458771798,6.222050164,3.511294938,2.539700985,2.18145809,1.376494403,0.562162268
114,8.67,5.964809081,1.321012933,2.507588552,0.787441694,5.825263578,2.182763584,4.023657628,0.189043034,3.330322853,5.315736274,3.779550335,4.112286084,2.109150222,4.184411294,4.023945389,6.889984068,0.530993254,0.795554771,0.843136878,4.588314677,0.611960572
115,13.83,19.04150591,15.34156242,12.68393142,11.98424139,6.969974602,11.80418345,1.852385234,1.03564352,6.400127177,13.63541427,2.36547897,7.866821,9.951314385,8.368745499,13.14379733,2.987674143,3.111570642,0.117618069,0.001619289,7.570719218,0.759059455
116,10.5,9.635460823,2.212018759,1.356074286,2.434691838,9.264306684,2.00000429,4.083973979,0.005899634,1.919802431,5.030535836,5.030535836,1.919802431,0.005899634,4.083973979,2.00000429,9.264306684,2.434691838,1.356074286,2.212018759,9.635460823,0.820983376
117,10.5,27.51160597,8.027384751,12.77201165,12.1611854,6.975796108,24.1841671,10.11681099,11.83451946,9.811143071,5.584300757,2.802435105,7.258045284,1.841885919,5.433817637,5.91351033,1.258291287,4.579608456,9.218139359,2.455305754,5.028864055,0.524124218
118,10,6.882472016,0.463054574,5.716490324,0.699721132,2.859950087,1.658255541,8.652082646,1.049349649,6.92017377,1.04256726,0.391060906,2.964868924,6.572895063,2.89176108,6.266813358,0.514060391,0.217460136,2.522328854,5.599155918,2.752988806,0.737037429
119,7.33,6.83635713,5.964995013,6.180162203,3.764759535,6.7578559,7.996312004,7.746298286,6.474654762,3.727162478,6.292181375,6.501515166,9.279410637,6.111971924,5.45588964,4.411490776,6.601487176,8.511843635,7.280846162,6.242250354,2.706873921,0.283876825
120,14,9.635460823,9.536446869,1.638622981,2.6239558,1.769559071,0.382289513,1.392330056,2.555381176,1.706091679,1.501134578,5.410950737,10.9120007,11.11555008,3.781710331,4.941312936,7.830976872,5.056973894,2.442391308,2.944272126,2.752988806,0.532311102
121,8.5,7.800134952,0.223028362,10.20206137,0.849042765,8.063458161,1.83486204,5.467671459,2.951372541,3.309992674,3.637018211,2.0761999,3.346813061,1.662416248,1.951141593,1.553645297,0.085003673,1.221753474,1.881596882,0.473570854,1.835325871,0.529220343
122,12.5,11.47078669,6.352986743,3.778399246,2.021526521,0.086741638,9.630978634,4.593536219,6.031910346,4.167147544,6.240782245,2.319386661,4.970915871,1.649019348,4.612372806,7.241598358,6.505433106,11.62206246,7.688215405,1.029384293,4.588314677,0.581947382
123,10.86,16.02451521,0.836403442,10.7925113,0.810994824,5.502958005,6.828108547,4.643298155,10.97667282,5.35378283,8.228619226,10.42044369,6.091866481,5.831705882,4.115942378,2.668237218,0.893612791,0.710901375,3.441803249,14.14254384,5.012559981,0.744519405
124,4,1.432159995,1.430078958,0.736458674,1.217202385,1.990221672,1.637148814,0.805816476,1.021587573,1.888556383,1.815972719,0.937016087,0.864432424,1.731401233,1.94717233,1.115839993,0.762767135,1.535786422,2.016530133,1.322909848,0.514497059,0.38661139
125,8.62,14.08938687,3.651311291,5.466012698,5.934599543,3.739004017,12.37490428,4.60232563,1.660423975,1.4870772,0.488159895,0.863251781,2.602121329,3.485004849,7.086673439,9.298556065,7.323437875,1.939854054,1.16992182,8.131561398,10.8775666,0.65909026
126,8.5,11.70020243,6.671912588,4.678679839,10.0841186,1.968910439,3.60904805,1.170051024,9.285285025,6.850434544,0.727219276,6.190829832,1.607784253,4.288863872,2.554648157,1.921311431,3.915275805,4.778439979,0.935110939,0.54358385,4.817730411,0.571371739
127,9.75,8.947213621,7.670601676,0.563288912,5.292641279,11.42068278,9.238178107,1.673253321,3.032246184,8.174263921,9.057000188,2.60381791,1.431034151,4.050352731,6.676834688,2.922500754,0.577802162,0.340207477,2.463259437,2.058575937,0.229415734,0.796741421
128,17.5,8.029550685,8.268717191,2.300302573,0.569569163,1.297474307,3.432107661,0.847562546,5.729566449,10.47236834,9.20472297,4.23602735,1.511868127,3.499478192,6.321305169,4.557383318,2.047658079,8.022612593,8.452999,4.619555443,1.605910137,0.526198256
129,11.2,12.30972659,2.102151407,1.606580744,9.114038917,5.749801981,2.961945198,3.362982025,3.321595486,3.800242932,2.173354068,3.207135912,2.942780687,9.121688208,3.609566204,0.855219919,13.10281733,4.487635064,1.776143379,5.451295818,6.96119505,0.682669219
130,12.43,19.95916885,7.686809532,5.503219249,11.6233592,7.500391065,6.100553048,5.558086942,3.012249774,5.355394584,2.192386724,1.200144587,8.962735327,0.275942224,3.502231675,0.658236362,3.684625917,3.526808199,15.83429871,11.85873378,9.864876556,0.853519021
