Time,Average Speed,avespeed1_10,avespeed11_20,avespeed1_5,avespeed6_15,avespeed16_20,F(λ_1),F(λ_2),F(λ_3)
256.0,65.91,75.2,58.77,79.25,66.25,57.71,292.2510894394693,-38.901584155110925,-43.83368189130731
257.0,66.63,76.11,58.1,81.0,68.0,57.6,283.9893256832374,-53.624509363443565,-23.76882795738395
258.0,66.55,75.7,57.4,79.25,67.0,55.4,275.31368665013633,-48.095021276436164,-72.62350529535148
259.0,65.29,73.12,60.46,79.33,64.92,59.0,260.84896669485374,-19.048821994904948,-66.01030962982286
260.0,64.86,72.3,58.09,77.33,65.67,57.0,246.6923855076176,-72.35157627358136,-26.31397403669321
261.0,65.13,75.33,58.33,76.33,64.44,56.0,214.30540551478072,-37.00166058479125,-67.07208976645471
262.0,64.73,72.55,56.91,76.0,65.57,55.6,246.7174209663784,-53.052565041483646,-74.01401970754557
263.0,64.59,74.14,57.9,75.5,65.38,54.6,228.54070973619318,-58.71610917244107,-93.54237950318345
264.0,65.36,73.0,59.0,77.17,64.2,55.5,263.30534545468964,-69.93065209013882,-86.38378610951577
265.0,64.56,72.75,58.0,77.0,66.82,54.6,234.35680413301876,-42.84145897749918,-13.999902890653313
266.0,67.33,76.3,59.18,77.29,64.4,57.25,281.95521421094446,-83.3472011041123,-67.14599204936977
267.0,66.06,76.0,57.22,78.33,69.5,55.33,226.19286482206957,-61.01128434610149,-51.922232961946634
268.0,69.12,76.15,60.82,78.0,70.55,56.17,289.4865719115847,-89.24191543564478,-59.38949787217184
269.0,70.25,77.18,61.78,78.83,73.0,58.0,264.07709104325437,-94.16771640712705,-75.48891904829344
270.0,69.1,75.44,63.91,79.25,70.42,55.0,263.5904267798619,-78.21490696553585,-42.60341567507528
271.0,68.12,74.38,62.56,79.25,69.88,56.4,252.69853412122617,-80.27005273855032,-85.26974438653289
272.0,71.46,77.67,65.25,79.67,72.0,62.17,334.535554137168,-85.74314012756525,-57.56546914989836
273.0,67.65,77.17,62.45,80.5,69.2,59.4,251.18765109252325,-68.34608393479054,-25.750765368407606
274.0,71.71,79.36,65.23,80.71,71.0,62.5,316.11510111478407,-54.37726115341542,-87.37085865178517
275.0,68.55,73.22,64.73,81.0,69.83,61.83,274.41710314164476,4.225613038697221,-44.61540642444502
276.0,70.57,76.36,64.2,80.57,67.56,62.0,313.12116785302914,-85.89479693847836,-125.80741189038594
277.0,70.63,76.89,65.0,82.0,71.0,63.0,298.0075622132233,-50.28699814073943,-67.99623026814098
278.0,68.26,76.83,64.31,78.5,70.4,62.29,276.1180403871297,-11.260648788838166,-71.1262607670412
279.0,70.44,79.0,65.3,79.67,71.0,64.0,273.7260586031405,-75.7594961909617,-58.34340197332516
280.0,69.7,74.5,64.9,79.0,68.73,64.4,279.1954720358378,-35.514051280868614,-102.17304619578735
281.0,70.28,78.25,63.9,78.4,69.0,63.0,269.48128817909577,-97.99001511517125,-54.3651844129044
282.0,70.86,77.7,64.64,80.5,71.45,63.33,299.18247367822676,-63.097822700235916,-47.316145783475946
283.0,70.38,78.14,64.33,78.2,68.71,63.5,247.1051020896092,-70.65933775823306,-70.23588471000672
284.0,67.82,75.5,61.42,78.2,65.58,62.8,279.1254803862058,-62.31028787699736,-65.4486604520854
285.0,68.32,73.4,62.67,77.0,69.27,61.0,272.6652756576329,-57.37109017499964,-55.87855511959147
286.0,67.94,74.44,61.44,77.5,67.2,60.25,273.80082560554825,-74.96719602495745,-69.07268249723906
287.0,67.6,73.0,61.0,78.25,66.82,60.8,285.44536244164397,-91.77198127984832,-43.95035885846645
288.0,66.88,74.38,60.22,78.6,62.86,60.8,267.6737951037832,-69.47732298578363,-112.66368716977004
289.0,63.0,67.6,58.4,79.33,60.54,58.75,266.1716434596255,-87.38362281058811,-51.12683474570349
290.0,64.95,76.4,53.5,78.67,60.0,57.4,291.3429772095385,-107.24079222850241,-68.94627129013021
291.0,64.79,74.75,51.5,77.33,66.71,52.0,219.85749801342328,-92.59963987907369,-50.775063694791925
292.0,65.13,76.46,50.4,79.25,59.36,52.75,304.2180911019411,-131.7792774061644,-82.51833161702268
293.0,57.59,71.71,47.7,78.0,58.83,48.75,230.34622479562086,-54.187728471711,-28.924607625125276
294.0,60.73,72.0,51.33,77.8,58.0,52.43,238.8067741531808,-75.53460431831083,-67.0838809179091
295.0,61.06,73.86,51.11,78.67,59.0,50.33,211.32975434312394,-89.54997279863893,-53.795376972952084
296.0,57.95,77.0,45.25,79.4,55.8,40.8,239.70813301444946,-74.43018227131037,-101.3717725176519
297.0,58.39,75.0,45.1,79.0,59.44,40.0,201.89389844289457,-84.60273628064897,-65.49321944762218
298.0,60.85,72.0,47.22,78.8,58.18,45.75,255.9179270850808,-120.36423875979087,-53.96145500250295
299.0,57.81,74.71,44.67,77.5,59.0,40.4,222.43475866141662,-110.74305522987166,-83.87059055551214
300.0,59.48,72.36,45.3,78.0,62.54,40.4,258.57588878313703,-73.85107508880832,-39.98150375134803
301.0,58.95,75.56,46.5,77.4,61.4,39.5,255.63284575990818,-117.44440102621363,-77.48936701549547
302.0,56.78,75.5,47.42,78.67,60.67,40.0,229.2126528635905,-102.14772901280206,-114.30875124970377
303.0,63.06,74.78,48.0,77.0,64.78,39.33,236.82075558252168,-134.92595614736575,-68.2366227884573
304.0,58.12,78.33,46.75,78.83,58.17,40.29,290.95134005453684,-140.8376982956148,-92.93173407257692
305.0,57.07,77.5,43.44,78.33,60.43,39.6,228.95342631818312,-119.27588788715263,-83.77214457709212
306.0,61.0,74.9,47.1,79.6,62.2,40.0,277.80942692705986,-138.50189099092538,-64.98078886400583
307.0,59.43,74.8,45.45,79.75,62.64,40.0,271.9098341432803,-113.5451617185297,-52.53369791408026
308.0,58.85,75.89,44.91,79.6,58.1,39.6,260.9276897290299,-117.71854905070536,-88.04794915254148
309.0,59.94,78.62,45.0,81.0,65.0,37.2,258.2120844237861,-124.27221188015233,-48.20688337373762
310.0,59.9,77.22,45.73,80.25,63.09,36.6,291.9938409099464,-116.47831224134688,-37.73544773140333
311.0,58.83,77.8,44.23,81.0,61.7,35.71,300.12796940935937,-139.1084314777411,-96.48780275855245
312.0,61.82,74.0,44.43,79.67,62.17,33.0,254.6941033974351,-141.8314740757671,-32.4190307923751
313.0,54.59,76.25,35.33,81.0,62.0,31.5,245.3532746055977,-122.73221214585904,-79.91699404422837
314.0,61.89,77.91,39.88,80.2,62.18,30.33,277.89292531401287,-163.72340193108877,-35.56130556598597
315.0,54.56,77.5,43.08,81.0,59.56,33.83,249.06328786461563,-97.09574669754636,-54.47424493295732
316.0,59.5,79.5,39.5,80.0,62.44,29.6,281.1142962937536,-143.60681204935716,-55.97161813117183
317.0,57.0,75.25,38.75,80.75,55.67,29.33,247.86729697262095,-127.77989949483384,-31.360872383878228
318.0,54.0,76.6,36.62,81.0,58.36,30.33,264.48980762524513,-95.48332086675728,-16.147049381761583
319.0,62.14,75.62,44.17,80.75,65.14,30.33,228.14709456530537,-133.63476485744198,-69.1544664506632
320.0,45.0,70.67,33.15,81.0,52.6,31.0,194.44126377643198,-88.118289538747,-55.25853808225054
321.0,57.15,72.14,39.67,81.67,55.75,26.0,219.86029535031398,-128.5668259369999,-51.59530214033734
322.0,49.86,76.75,34.5,81.75,50.25,27.83,238.20202533852176,-125.68605914250412,-101.72254835821867
323.0,52.93,73.57,32.29,81.33,57.14,24.25,191.64216008423506,-146.91713682247206,-91.71039260468713
324.0,56.67,75.4,33.25,81.33,50.0,27.33,228.33714878208724,-150.69820729413087,-76.94424677737267
325.0,52.73,73.45,32.0,80.5,56.83,26.0,265.7434421244263,-130.56494686778652,-50.4850611189306
326.0,54.0,74.0,31.14,80.25,52.0,24.33,229.5975366499294,-161.4813995232873,-73.6465717634603
327.0,53.7,74.2,33.2,79.75,59.2,27.17,249.21398056430758,-168.4030440476055,-69.99813279389352
328.0,48.81,71.4,28.27,79.0,49.4,22.67,240.24568751636625,-154.74815528222695,-69.79840105768054
329.0,55.33,70.67,32.33,78.5,51.33,27.0,201.63664991337168,-163.02503376488943,-42.03417579194374
330.0,48.27,70.67,29.07,78.4,49.13,21.0,259.6048829012233,-137.78417790650232,-44.608224856141184
331.0,56.79,73.22,27.2,77.8,56.17,23.0,207.92590183626785,-162.1219590135038,-61.70555595841196
332.0,50.31,73.5,27.12,78.5,50.88,21.0,211.65699452227582,-150.91581059195906,-85.78674130374345
333.0,48.2,72.1,24.3,78.17,39.36,20.67,222.46736680984313,-160.0603892388103,-70.28318274401066
334.0,54.69,68.73,23.8,78.33,61.56,21.5,201.56270223197086,-170.6382482569498,-86.7588544256422
335.0,54.0,65.0,21.0,77.67,53.43,20.5,184.8710192507221,-151.9593309934031,-46.775727004653746
336.0,48.68,65.09,26.12,76.33,42.89,20.25,221.61689818710087,-166.37511407356604,-76.67549386708042
337.0,39.81,68.86,17.22,76.0,40.18,14.33,174.87850743747015,-133.21652320796625,-87.06289080120203
338.0,45.06,62.7,23.0,75.5,42.5,21.0,188.70389241378223,-159.9880497526876,-73.55365183292786
339.0,49.0,61.89,20.0,74.75,47.0,18.67,183.39949773910809,-151.84883454374298,-81.76987622353685
340.0,38.78,62.67,14.89,74.6,28.5,13.33,208.17162164435223,-174.6015035884475,-95.5304311190238
341.0,45.75,63.29,21.2,74.0,34.83,22.0,184.47460674294467,-180.2088757594225,-92.70432162381586
342.0,38.65,63.89,18.0,75.5,34.45,18.4,181.4576160383153,-147.60984807076923,-102.0909449413555
343.0,51.8,61.5,13.0,76.5,39.4,15.0,131.345183593366,-143.04824842190678,-107.87352277639214
344.0,45.31,64.4,13.5,75.6,37.62,15.33,183.81419233698412,-164.47241591482148,-76.94245007528613
345.0,39.33,58.62,17.29,76.5,27.0,20.5,155.72369232772388,-144.37945885305805,-81.49242501849531
346.0,36.87,56.5,14.43,77.0,27.0,16.6,163.03716301593084,-143.88069290093966,-111.64592894241652
347.0,39.77,53.33,9.25,76.67,30.56,12.0,159.523957342356,-171.22770456279738,-116.3101636719924
348.0,51.0,62.42,16.75,75.86,38.5,18.0,189.28080843278863,-212.42176562196875,-128.99086453474214
349.0,31.22,44.8,14.25,73.5,19.2,19.0,128.74766283938865,-140.42987483044922,-104.97897018205082
350.0,37.83,56.5,14.5,73.6,27.62,18.4,193.0119011187966,-179.18117128700086,-121.28206550499368
351.0,29.0,53.6,11.43,75.33,12.6,14.75,142.2784157849754,-154.87263482761583,-124.54787380344902
352.0,51.78,55.75,20.0,73.5,38.0,20.0,158.7617624593431,-179.01138802514785,-116.91654360324297
353.0,40.3,53.43,9.67,70.5,20.8,17.0,136.1839934316374,-154.38829539309978,-111.74845225903441
354.0,34.45,46.43,13.5,68.5,13.5,17.0,137.48851816934484,-148.4846255870359,-116.89545765105018
355.0,34.33,59.14,12.62,70.0,17.2,15.8,156.69224550173206,-176.79264292576863,-141.76911452401868
356.0,37.5,60.4,14.6,70.5,13.33,17.67,132.56900728101098,-149.96373764182866,-134.406642631028
357.0,33.14,49.75,11.0,61.0,11.0,16.0,107.85452698295421,-125.24017252399733,-118.42271250470506
358.0,40.0,55.67,16.5,66.4,2.0,16.5,137.38196233951658,-162.4566542049615,-145.87652513099857
359.0,27.82,55.5,12.0,70.33,8.6,17.33,119.74955897991106,-127.52053600020275,-129.34294137053328
360.0,28.88,50.0,7.75,50.0,7.75,,101.91755069797075,-121.19672782475341,-111.38805239925169
361.0,51.8,60.5,17.0,60.5,,17.0,103.68568225619563,-132.07107377679554,-133.30132135341822
362.0,30.33,56.33,17.33,56.33,12.0,18.4,120.82466798374777,-138.70086477407077,-139.89136605044
363.0,33.4,45.67,15.0,67.0,7.0,19.0,109.38648943864722,-135.64474619919724,-138.5259701727605
364.0,29.17,47.67,10.67,47.67,8.5,15.0,112.6607286727986,-139.37765381959755,-140.63022062897716
365.0,21.78,38.33,13.5,57.0,8.8,19.0,113.2817815616706,-120.96205838684031,-126.91318933230512
366.0,29.11,44.0,10.5,54.5,2.33,18.5,103.34971069249664,-130.4765166526501,-133.50495651358926
367.0,23.71,36.67,14.0,53.0,3.5,17.67,97.44534255594087,-105.11051051944679,-126.55465513393791
368.0,31.5,60.0,17.25,60.0,14.0,18.33,101.41260434448036,-103.84905647995237,-136.25133651986295
369.0,17.25,22.5,12.0,22.5,12.0,,89.153767988173,-111.9800923296143,-113.43046827533391
370.0,17.92,27.33,14.78,37.5,9.67,20.5,109.04574252217232,-106.88118076505526,-128.67167670108995
371.0,32.0,35.33,22.0,51.0,4.0,22.0,89.83526182112357,-115.7470921722233,-123.71057881026582
372.0,15.8,4.0,18.75,,4.0,18.75,90.52350902273572,-82.96993326273694,-121.50690300291771
373.0,11.6,7.0,14.67,8.0,5.0,20.0,81.77310298722651,-102.3452299302784,-106.43961416054857
