Time,Average Speed,Frambda1,Frambda2,Frambda3,Frambda4,Frambda5,Frambda6,Frambda7,Frambda8,Frambda9,Frambda10,Frambda11,Frambda12,Frambda13,Frambda14,Frambda15,Frambda16,Frambda17,Frambda18,Frambda19,Frambda20,
23,69.56,219.9615959,13.18708245,40.83817937,65.03519358,28.0798091,29.42652161,15.70768557,58.97468538,23.16264521,51.77859228,25.15990506,22.59691869,18.85361162,41.47422003,9.341570322,14.82137251,14.24449439,17.87387246,21.12520284,34.13485145,1.159060781
24,69.88,123.7413763,6.209888511,25.0595013,12.4178473,7.773361879,40.29105356,54.65241721,2.802680449,0.954763337,35.54422044,4.778030526,34.99794607,30.48981437,38.23118934,36.91522659,2.262035278,34.77697758,7.200403416,44.87470642,94.83499381,0.963644292
25,70.06,221.4446461,11.70165356,50.72427933,40.67930841,18.35554031,42.81237926,78.79536004,41.04719434,28.7315362,38.3354561,22.0947973,28.26486035,12.89667447,4.574661691,9.53506229,23.0750631,27.19387075,3.971077078,9.810815342,27.81776673,1.234925781
26,69.88,123.8085706,28.58827636,52.78702653,24.38546554,6.792713623,31.3164917,28.57652002,7.470980714,53.6148789,18.51428087,11.77957942,13.51899615,14.90652727,43.48839449,11.48276275,67.08825586,79.40360101,26.44565382,19.47832755,7.876060649,0.858897158
27,72.25,226.642485,26.06868646,43.99543729,34.3584206,10.44877535,53.71044806,73.14527851,46.177929,9.556128227,9.893663091,32.96722217,4.845865422,4.101970081,14.4543545,8.27725339,50.79708841,25.69227144,1.680487104,43.04750419,27.05079649,1.272496848
28,68.9,148.1226824,24.76328416,30.41826982,27.13696004,52.85147226,6.255198991,32.18366819,23.31802275,64.10537043,51.70217669,33.34629752,5.521462809,42.98047507,11.88039349,60.51420639,54.49284442,29.60423274,12.43709298,44.21151583,8.432716562,0.807053187
29,68.3,259.6898794,57.79168065,8.037618148,2.341075021,18.80616922,52.26933866,39.43200411,31.1910686,2.379384458,12.03353091,0.718601667,12.28905026,13.04750009,18.46647402,0.428489245,15.30770335,33.28252045,16.36811992,5.308805635,15.59153852,1.785692667
30,67.71,103.5690958,9.885038228,29.74886607,19.413328,63.00898342,9.277829605,19.01691391,29.57000174,38.40456683,25.57277201,64.00132717,3.787984834,17.20097084,24.08909258,5.262727337,56.87544586,49.93085504,38.38259018,18.97186727,11.80280223,0.764425556
31,67.73,286.3884002,17.9616029,18.87938115,13.68366343,22.72664743,21.0455983,19.67611519,5.970539749,4.993765357,19.12501073,19.17423148,1.58459772,0.077809046,13.74513963,38.62232916,20.82671718,17.36023866,0.989366014,7.838755279,21.14560903,2.092805011
32,66.36,157.9990876,2.639795807,12.95887425,40.53444485,71.74584123,13.77729997,9.668239004,7.983919268,43.85672536,48.42992388,39.17732688,19.62304382,21.81906038,3.012069309,1.418918945,66.48611538,37.70026857,55.68990705,26.79076387,17.63717871,1.00145345
33,65.11,244.7067063,28.6490152,2.117528378,19.89623893,38.83235651,9.132392382,8.656865423,10.08450873,33.54855575,15.96176014,4.918549887,18.07642234,37.85658017,26.71619932,39.66425515,50.73324872,14.85307094,25.09410949,36.17409968,17.24554156,1.46478997
34,63.18,159.443935,11.95434009,29.11764042,9.336800156,14.68768112,19.18999168,5.952640867,44.04703805,29.2121179,3.516112725,9.814497375,3.270147385,20.36590921,37.49586065,38.20235183,29.5585722,21.22229013,23.91540266,94.04193188,19.95916885,1.13179742
35,63.56,253.9226972,26.30704875,3.398705698,29.20345365,18.69543998,30.13083467,3.317703674,19.98613855,4.469335234,8.212021317,25.91662345,15.3707263,35.83791633,9.257355852,7.891812792,34.07413652,9.524477912,24.30565171,47.609737,5.007784628,1.720414093
36,63.78,131.6846312,31.40459997,31.08595201,14.45040347,38.27700051,23.60911048,10.65895546,14.78453097,3.545306301,5.398493873,37.0496422,36.75411889,27.74416722,28.90031554,10.5348142,24.69977119,6.307126396,30.33698683,92.34356085,22.94157339,0.952689649
37,63.81,285.0675714,18.99528019,19.09155126,6.066674164,14.00876282,4.104366413,15.11585426,5.641636299,5.770920778,4.180169607,14.79654164,4.404716625,8.595004211,0.753473702,1.238714759,1.539308052,11.14537004,1.46918434,9.428094513,3.038070132,2.793643184
38,65.77,190.9092961,37.05283209,11.61623807,19.5380653,16.38739475,1.136146013,29.0241211,11.2311339,17.64743922,58.63497597,35.84790034,38.92799102,15.60849408,31.16132923,6.356718503,43.55841271,13.28529285,9.843821276,77.99500845,33.07127116,1.150270144
39,64.64,260.615115,33.64116862,53.12595909,19.13030852,9.718810916,27.64743688,14.45088938,12.52780192,12.77570137,1.966307142,13.84499002,6.080536011,2.702531773,2.174328475,33.02842775,20.69919186,13.7648418,33.73135655,19.80042784,25.4882039,1.756818604
40,65.64,201.5602443,16.45175633,39.95546116,0.53452979,28.36606923,9.16477781,15.47624234,17.32931334,75.1965712,53.13671395,37.4702035,7.29037889,13.1368357,48.10453852,9.48103363,15.1749883,32.06150318,56.60043542,16.71628504,5.971562449,1.226489242
41,67,280.2104795,39.94700115,34.74770236,16.00856776,10.9570629,19.8013491,4.262298419,3.771762949,32.54118497,10.74884598,0.673064408,19.43613137,5.298886926,15.81455948,24.72803302,2.786157301,9.076926389,14.26566467,15.73638503,8.914605473,2.061261749
42,65.47,215.9462412,8.52831271,14.22050426,1.097391698,71.30288579,0.972968342,15.44044554,9.033614897,1.944343528,36.36804345,62.9118544,57.23174819,15.48846459,0.070301155,12.29664849,44.08709481,24.14084096,16.21039036,36.61867142,5.7401687,1.44931454
43,68.61,280.965921,18.81139189,6.593656672,4.135169429,20.08467451,21.87124365,33.48723397,29.29021517,25.04185137,7.722155258,5.349900624,15.70415568,13.90003698,23.04889635,15.05347716,7.205801983,14.77654504,15.98043423,32.24911946,21.58615841,1.894208883
44,63.36,155.9383021,0.085852898,69.60508594,46.89892097,40.28013228,29.33555715,33.24459549,57.46411489,24.79413559,17.73862814,1.469304865,7.199271527,68.28109516,25.31339081,11.88598293,14.94941603,23.72134972,20.2015647,15.77944175,6.359243573,1.026339188
45,63.53,243.3139078,14.00066649,2.613211653,5.701400309,25.75047521,19.75754312,21.53964294,23.26601425,55.72985419,56.92913093,48.30503572,11.49489984,19.16995179,38.80417362,15.54498248,1.421729016,20.70697315,12.2357172,5.988722368,22.35510666,1.52629493
46,62.7,139.8120064,19.62589417,33.49687944,7.797322417,34.5698593,8.959676154,12.96294092,17.80019138,3.79790804,38.98920084,47.88818688,33.56312476,0.415575253,1.425402474,21.1690086,2.268920758,28.06565687,14.70722659,101.9620795,15.46867861,1.155547416
47,63.53,227.8058677,7.574615329,31.34506093,10.54436104,14.88884085,14.02382235,10.86429845,0.484314806,6.671838349,26.37326593,28.38324776,70.88978026,51.14096311,46.35172252,2.048109348,2.869720103,15.89716989,14.58829933,15.72667107,31.42599951,1.535792626
48,58.64,144.2102668,10.30461503,30.94412465,7.281137576,43.84334108,1.137848491,0.992887911,23.78025347,34.71930674,21.67118517,7.75056594,53.8779226,45.12837184,13.75608793,5.663480328,13.25690095,4.810491447,64.74553895,7.990518761,65.75008585,1.102072018
49,60.61,187.9431956,24.5182834,8.954138365,22.10700993,18.35367346,12.98186089,1.932484098,0.704152045,31.14494467,49.72940321,16.17859805,22.06116398,72.61755118,47.28627885,11.50576886,23.12356589,16.51095224,70.15714686,5.747103319,28.26984483,1.206115908
50,62.67,125.6947867,2.501753032,12.5478868,0.777666394,14.5843565,4.779528614,4.35448097,20.01392587,22.8658815,27.82440729,41.61124735,61.66086432,24.14298171,61.45115406,60.57660808,48.22089153,8.477810678,41.0450776,19.97697284,41.72862811,0.901835887
51,65.33,252.6105998,41.75772998,20.92738674,40.52263501,19.59479308,12.7577204,3.473154,28.65966904,6.853047619,8.186092625,44.99742274,18.98738797,5.534147461,51.62484312,45.77499531,36.83734498,17.1491086,4.454561468,15.36585294,6.676933046,1.535478496
52,62.67,125.5603981,21.97974187,14.63309197,20.30853489,5.250821951,8.328790254,11.63959221,65.3799539,8.972015624,16.16577375,16.69440508,18.11366217,7.024843549,102.0795804,5.118953553,10.41727519,30.62168251,4.27664727,40.76724222,52.92504287,1.109882796
53,61.19,250.3307685,33.86930315,6.924681411,2.186325747,10.87405342,22.80782598,1.052219601,23.8090383,51.90751433,43.3084001,32.8407747,4.166271975,26.39532431,25.45697878,34.65148264,0.013847419,34.80172558,35.81386533,10.44978058,5.554889836,1.585948326
54,60.4,132.922781,27.1540167,6.70528374,3.971588111,1.820199534,39.21400041,16.156658,3.81765574,17.50109429,1.019142434,6.708703203,38.76950278,8.319097901,23.41889752,14.22873905,30.43869232,95.12294397,85.76934708,15.32608449,9.955947633,1.195450313
