Time,Average Speed,F(λ_1),F(λ_2),F(λ_3),F(λ_4),F(λ_5),F(λ_6),F(λ_7),F(λ_8),F(λ_9),F(λ_10),F(λ_11),F(λ_12),F(λ_13),F(λ_14),F(λ_15),F(λ_16),F(λ_17),F(λ_18),F(λ_19),F(λ_20),Time,Average Speed,,
189,71.76,258.5273159,-43.68470287,-30.0320649,-16.3830522,-52.89660574,29.7347513,-17.32615352,0.093048401,4.545618441,24.00144551,-6.980700562,-29.65952141,-56.98035933,25.34365312,-55.66291504,-13.61466236,7.96344864,-10.52928853,-56.7848985,-33.19331175,189,71.76,27.58407873,-332.0462713
190,73,161.8963578,-9.414306596,-28.49218064,-43.71555825,27.40636694,43.69834194,-5.85595912,19.82749122,-40.36480747,-34.84058396,21.29506215,7.973209762,-2.61426412,-44.34820652,-4.32864712,52.72533331,-48.32662076,-48.6325479,6.207462167,95.82462641,190,73,38.30998944,-35.97578856
191,75.62,302.7210542,-56.95568893,-18.80354805,5.757778505,3.098350737,8.620718687,-51.32186988,-29.45882331,-0.629545673,-15.39981464,-22.54074498,-0.813406735,23.69308798,45.78562647,0.61155464,-15.0947304,-6.323713265,-15.11816031,-28.52452541,-29.20974588,191,75.62,23.64543735,-202.6272004
192,71.67,147.9731483,-40.46156915,11.23080824,17.74521131,45.7260031,-34.91667909,39.53004953,-40.00975338,46.93934101,22.05724082,-0.380000873,30.77589307,-2.508207975,-51.26086369,32.3201745,97.42835889,-15.74002937,-5.102275821,12.15502747,-22.71215765,192,71.67,36.43555488,142.8165709
193,71.83,302.9111084,-16.86033581,-0.149767525,32.69067741,5.72120062,-17.912969,-17.76996133,5.466180234,-46.61365495,-29.33016539,-24.26841576,-32.01716097,-37.20188833,4.236714461,12.10482435,0.268370563,7.793505613,24.1873481,14.04633356,-17.20140469,193,71.83,21.09940203,-132.8105688
194,74,193.7092191,-1.395749406,21.50833727,-22.6512196,-7.14947073,22.02577386,-49.63241078,51.34260606,-4.029816105,18.28035483,16.98163599,44.26618322,9.32521275,11.9047253,46.2880251,70.45320724,-23.59607292,30.6267291,-104.8842593,4.553728513,194,74,38.46708445,134.2175204
195,71,300.4547296,-23.43589116,-28.00408094,-10.99243387,-25.02607053,-23.7597017,-2.893763238,-17.15158127,13.18017783,24.80849498,-29.30818952,-31.73025505,-25.17205844,15.12605092,-3.738770902,-31.33211229,9.538707064,0.765535333,-26.15843819,23.98687158,195,71,19.03724416,-191.2975094
196,71.82,171.3608658,-36.05202511,-3.638418828,-5.161086541,-39.09415025,13.26683805,-25.42581365,24.43352673,-53.81549002,-91.81199587,-52.63112102,22.30765076,58.90848943,11.48559146,23.90896791,-53.83768459,-38.17210863,30.96706708,-21.43106126,-16.28374175,196,71.82,36.81326031,-252.0765661
197,73.33,280.5388783,13.28561042,-13.66952994,0.257398651,6.639477365,8.740527529,-8.367771221,9.28884969,15.75488084,59.80475812,57.43793532,23.93138594,-18.207835,5.622129475,-4.716380287,-8.026077118,-18.77800349,0.166009352,37.71954185,-50.66431301,197,73.33,25.56524732,116.2185945
198,71.9,160.5822823,19.04567648,-0.459658476,56.9112965,4.418410249,12.48230492,31.64775416,-64.46533802,8.903812229,-0.103726348,-67.01790411,-38.69273617,-59.07130303,-70.59605872,-10.43379678,46.81915218,31.53430221,11.8964008,11.4953951,11.47951808,198,71.9,37.66846948,-64.20649875
199,72.48,302.0491111,-16.4992249,-5.164082826,3.10151706,-28.81985842,-11.77385767,-34.65562961,28.09343711,-41.67496312,-4.872070737,4.942991714,19.59271515,22.18890725,-15.45739103,-8.678524821,-10.71081378,-7.376881323,-10.55784729,-42.35270193,19.9639442,199,72.48,20.09747419,-140.710335
200,69.36,170.542186,-2.549951672,0.431114815,1.61767406,-12.25334408,-2.161084618,-22.51223401,17.08186452,49.50252935,36.53541392,-8.545945766,-8.414732184,-43.41242628,30.69334823,25.47148097,-104.8440926,-14.86049482,30.93494642,51.69070333,-46.6576897,200,69.36,36.53426657,-22.25292012
201,71.45,288.5481689,-7.394734986,15.0713628,-4.902800121,-1.926286985,27.32644195,35.70770384,-23.7977359,-0.54394847,-24.19267901,-32.08700819,-13.57422878,2.082659713,-11.12580059,21.85062565,41.37378113,-61.92637867,-36.1606524,-22.53934066,0.048912223,201,71.45,25.31142785,-96.71010746
202,72.22,149.120227,-7.321400309,19.26598235,-7.781814842,-11.64723048,26.3356471,-15.09862376,24.63770184,-22.69357273,-43.10147606,33.80718724,26.71904199,-65.25492555,-10.61058497,-72.03134783,-48.7675316,69.47139163,2.204985937,25.5623672,44.96548384,202,72.22,36.82924154,-31.338719
203,69.77,271.3189314,-16.24978646,-44.23129358,-29.75372015,8.173535943,-0.512453276,-55.77992385,39.84286237,6.359600912,62.15744326,23.16691589,-17.78251219,-27.48614803,-5.077774547,22.9914198,35.71804032,-32.60917658,10.00437101,14.69084357,-20.74919653,203,69.77,29.89922316,-27.12695212
204,75.56,150.3583768,-41.30906678,22.54800483,-24.57720021,-17.17652231,4.219638923,-35.38572524,-9.07207115,77.36943957,-51.93540946,-47.20584381,-33.95429967,36.91697948,-27.35882834,-1.167506409,13.37111515,-26.09363762,-43.42621363,-88.89452912,21.42673433,204,75.56,36.89594701,-271.7049415
205,71.83,292.3023191,-35.58870686,-48.9759843,-15.69035877,7.684166867,8.634504177,9.590166914,-4.733469595,-43.61669681,-30.42530618,25.75089684,29.3217541,-36.16677744,17.63135953,2.128047185,14.00892873,-2.143184957,35.18458649,-14.96686244,33.0569451,205,71.83,25.9162119,-49.31599142
206,72.67,196.2204441,4.72845801,-3.598502397,42.48717219,-7.783643972,15.06718144,24.05389707,-43.77116872,17.27015271,70.88435753,-10.40567896,-30.1182676,81.96055058,-3.8959112,43.35483083,59.14171426,-46.55228752,11.02941209,2.930530065,-30.58228425,206,72.67,35.74581579,196.2005122
207,75.52,300.1974811,-31.02927239,16.90785536,34.5917936,-23.14239032,6.11995972,-15.46707253,30.53273426,-19.81233238,-39.73610961,-40.09281351,-4.338634038,-52.99956575,5.684347859,-5.099197004,20.94437019,23.40606026,22.56315678,2.352563049,-32.84103611,207,75.52,25.84643222,-101.4555826
208,78.42,211.7141582,-10.31686521,42.52320367,-47.40937682,3.033340892,17.13503066,-52.12339365,23.8503257,0.141225249,37.08400141,40.28942433,69.5872928,28.4413558,-63.3865264,68.87269218,-9.997022892,11.60903778,48.90049283,9.537147795,41.56081201,208,78.42,37.03943396,259.3321981
209,78.76,264.0487783,3.313829028,49.9503227,38.59367003,-12.61577491,28.05449989,30.30579553,-54.20464661,23.24140763,59.27365146,-25.75498916,-28.10795378,15.24453762,49.67915998,-29.32753055,-34.86819135,-20.14705288,20.12892135,-44.50531105,26.85037225,209,78.76,34.11913719,95.10471718
210,75.67,150.7221811,-4.833635555,17.64499078,15.05920161,-2.110664902,13.28659918,0.249036132,24.52606449,-38.00350147,-95.05198527,-44.43807322,17.7680089,16.00967677,-28.17690571,63.71804277,32.83143818,45.98924168,-84.57196786,-3.76084333,15.82572961,210,75.67,39.57515558,-38.03954722
211,77.76,300.2686315,-50.68201055,46.82617664,-3.33712742,20.41473766,27.41110636,0.333861553,-27.69673454,3.712253893,13.12878232,15.9073668,9.115925672,24.49634112,-1.833517728,-8.765016902,-31.22901026,-10.48832586,44.20262041,-32.77131048,-48.82898713,211,77.76,27.53218042,-10.08286844
212,74.91,184.4693514,73.0889972,36.55832923,-3.787902614,-24.95904449,15.31569001,33.78331857,-31.93058647,-5.651721551,67.72329829,-46.36322934,-14.4823888,-53.22326846,23.51755464,-25.81540107,-4.75085209,-53.33971866,-9.970263192,69.61689888,-10.1133937,212,74.91,38.79214874,35.21631638
213,73.59,259.1877303,51.56287354,-8.717823878,-32.04918423,-25.93307298,2.72391729,1.649856886,34.97083296,-83.80231352,-57.33388792,-40.3850418,5.786474836,30.80110164,-29.06516899,17.49706625,-1.142029693,3.610788081,13.70633068,-5.549896689,-1.063580282,213,73.59,31.77462875,-122.7327578
214,72.56,145.4408439,16.52267811,-35.51353387,-36.20332652,-5.594396854,-13.51553279,-23.26935612,17.01098006,2.449616429,70.74412772,43.31152322,31.29236125,9.31805263,18.80900421,-44.72060534,-31.12662997,-26.73674135,91.47447843,-47.50777812,19.7384845,214,72.56,37.50511997,56.48340563
215,76.12,252.4953125,1.973134425,18.72244249,-9.595785317,-52.91082224,14.37688043,38.24181872,-50.77355521,12.38914172,-3.622893384,-69.87418201,5.337365046,-70.07420195,-26.63562285,-2.4212784,44.00137796,-6.882878711,-54.92932137,-31.30611684,21.60921585,215,76.12,34.0598894,-222.3752816
216,75.7,168.2921655,-11.93775785,-15.37927078,-57.1860455,20.21317619,-9.54106574,-1.784903163,46.19684575,-81.12175149,-64.64970655,-0.992184272,-29.65195062,56.52435271,12.14972865,3.220641294,-36.16654234,2.666578048,-29.89247446,-32.26078224,-71.67669211,216,75.7,36.19371926,-301.2698045
217,75.76,273.4039332,12.67948173,-4.040951662,31.87047107,-8.184070473,24.16982603,-4.527405778,48.20137695,-22.63589974,52.47965498,8.354139321,35.64647723,20.06881601,-17.74612288,-65.00725272,-56.01592485,-33.01817723,-11.21073478,6.663912108,7.859756575,217,75.76,30.91905973,25.60737189
218,75,149.7488526,-27.62592041,35.82417176,-34.76655142,21.0166076,21.10097771,-16.1689436,-5.661191491,70.70099053,-56.59819572,-92.81103728,-43.205908,-48.24377921,-21.73386047,33.47343449,12.33643024,5.168839256,-39.15667832,-1.763145268,0.628625579,218,75,37.6299472,-187.485134
219,75.67,268.5381098,-9.333217178,-7.278072569,-15.35750503,-14.54156893,-10.60084271,-34.24185064,-17.71958965,-82.43570146,-36.6844805,29.31422152,37.369741,17.24780367,18.85398765,-30.47649416,14.28161037,-7.558534701,36.42320683,-57.11784598,39.32989295,219,75.67,32.17191311,-130.5252395
220,78.25,210.448995,61.47756982,-41.7262978,24.87449304,-18.81334276,-15.64652808,7.416298159,36.49505696,5.005539938,99.09802613,-4.808113385,-68.85426395,-18.2326305,-1.682163901,8.263798216,-31.84007074,22.83579945,43.94556891,44.11719564,-27.37523933,220,78.25,38.71879278,124.5506958
221,76.65,273.1033671,-37.47982086,-29.74492067,-20.84976166,-8.188099007,-8.552595617,9.783846877,-7.010094455,37.18745556,-47.20730741,-60.20730285,44.61826919,-11.17042814,-24.75607204,19.56716786,1.771697253,-30.9595971,-13.20107789,-40.55300999,-71.41548755,221,76.65,29.51550218,-298.3671385
222,73.92,198.1162109,4.99667728,9.65834264,-17.07905894,-18.6706692,17.37903033,-24.89226874,-23.87729845,-14.00302668,-53.96883749,57.12648594,-30.59230387,3.566180822,39.09345647,-26.63537757,-1.518820792,-12.48792041,-5.86893723,-61.19914348,106.8087488,222,73.92,37.70505202,-52.16474057
223,76.82,315.0625696,-13.41012438,25.642339,4.794720116,15.44768104,19.64452678,-1.289256671,-36.27820176,-14.01234236,36.52013798,-10.95338914,42.07841954,-11.13207081,-30.091697,-1.587733728,-13.86069476,25.81060901,-8.145216628,30.40231477,0.613480199,223,76.82,21.65990653,60.1935012
224,77,166.1678023,12.27753971,-10.81528806,14.30636714,-1.254562924,12.0810523,-25.55240344,5.931490288,28.18943859,-74.02520853,-3.465587284,17.41378268,-85.12038785,12.38379359,35.10554596,14.20649223,-99.48822592,-12.85773304,10.11682508,-71.06321191,224,77,39.31050435,-221.6302814
225,76.74,294.9968449,19.17255813,0.117038361,44.68132211,2.125344661,-26.73293567,-1.164424666,-2.757405817,-35.23120486,23.37300324,28.29788839,19.47963613,26.0595444,-73.55607905,-9.03084944,-21.59293905,30.19037266,-12.16987833,-23.00764718,-9.144840527,225,76.74,27.47907355,-20.89149651
226,76.3,170.542186,50.72249748,31.50324459,10.03589422,-5.305187058,21.60701974,20.75560646,12.57990961,39.78521643,28.77866237,-1.490090368,-33.38643304,-8.501529795,27.38597758,94.44531449,-44.35126863,-11.87573258,90.26116375,4.142208402,37.3084689,226,76.3,34.56155319,364.4009426
227,76.95,290.6618228,52.59666209,4.413310239,-6.864535761,-29.90761425,-14.66328954,-18.10486233,32.85154306,-57.93665487,-46.63679487,-56.83282484,-0.0911983,1.515939668,-43.42046945,-25.55285895,1.420734977,-28.55428802,-9.873398567,7.953367989,-23.17098912,227,76.95,27.70643393,-260.8582208
228,73.55,180.9609211,62.18625061,15.21454452,-2.684291173,-2.617220501,-26.74039938,12.53483844,3.464721438,40.48990976,40.19786127,8.45299517,56.58196711,35.62300881,45.05494577,45.70167788,-70.70408957,-21.96746211,16.69678732,-64.45225531,25.51323936,228,73.55,36.24791336,218.5470294
229,75.67,238.4261858,27.83804371,48.4891844,-23.57326467,-13.75564812,5.829188574,14.41281298,-48.54854854,-3.279639265,-50.25749634,-53.24404689,-83.22333001,-8.602984116,48.8142052,-34.00847229,38.45178751,-9.839525742,-14.87305235,-16.13125998,-0.625008921,229,75.67,34.6450296,-176.1270549
230,71.86,110.8940952,17.33958024,-23.35695111,-7.172265818,2.456097032,-20.75028531,6.311720397,37.87413069,-39.65858002,-7.156731102,-26.75807094,112.5405899,-19.09968209,-11.73525002,-16.13286643,-20.88295045,-26.13908681,22.83730249,42.50253919,-47.57535264,230,71.86,35.72980672,-24.5561128
231,74.7,271.3391915,17.35340172,-13.16173742,-59.81179618,-27.99251899,-27.93431715,-1.824978037,22.08024838,33.81997779,40.2912642,37.92678735,-27.43964582,-39.96687781,59.11490379,-24.06426969,-0.441385679,-1.238459574,-27.54768041,14.60115948,-0.289037357,231,74.7,30.49850121,-26.52496141
232,74.73,183.3385768,47.5683465,1.325869016,5.188604708,4.96408461,26.14646385,-21.84903688,-38.21724883,58.13472686,15.39237653,-82.17274303,37.62369524,2.670476772,-75.22667408,-13.28854109,6.397366092,24.39487516,-57.47629939,-41.11390145,16.25311162,232,74.73,38.4529089,-83.28444779
233,72.68,291.9663475,-42.27662188,-38.49738861,24.72360342,-15.91822442,16.92425846,-33.81376008,-14.01973208,-4.713969477,-35.53085989,29.73641794,0.228426641,-33.23441977,-8.100150321,-1.629985552,-5.397756687,-35.90089018,16.55327732,14.60511141,36.16896292,233,72.68,24.41407658,-130.0937008
234,73.7,163.7038508,16.41070639,25.42660471,22.29734483,-34.29007521,-0.885553239,-61.51037038,-10.3489145,-34.11369349,28.24248702,-37.92673351,13.42496718,34.06065474,-77.51792646,3.045047863,62.12129152,37.93767382,18.25292154,14.86113247,-71.9375573,234,73.7,38.47162978,-52.44999201
235,75.53,268.8394952,52.39760979,-12.87475275,10.06705137,-11.92924102,-40.02491918,-35.08786312,-56.86882957,40.39421256,26.70275074,-13.38598455,-1.601098708,-30.59996277,63.97243522,41.25200771,-2.526875633,-19.04502911,-35.47266781,-37.01250636,1.348661608,235,75.53,33.47189266,-60.29500158
236,74.45,182.4487467,15.34276938,13.30162808,-70.27755349,-48.88512779,22.92809162,-39.55802154,9.40124542,-21.62449065,-73.17508969,-24.92211449,-67.67613614,47.90816612,-13.76960535,-3.765693801,4.814416247,32.68581868,32.01533202,-10.1962134,49.84645253,236,74.45,37.71890852,-145.6061262
237,75.12,238.0297733,47.45962987,-10.52865713,-13.3459635,-30.1934815,7.517047609,15.13731068,64.32898971,-30.44840988,59.86873726,55.01536313,66.63865069,27.36161759,17.25658914,-11.10430734,-39.52826543,-22.29514167,14.54232496,15.85424152,4.69207317,237,75.12,32.91363531,238.2283489
238,77.43,118.9005884,9.534489913,-10.18776667,-27.89632885,-2.074395643,4.122462019,-30.37808462,-12.5810249,18.49301113,25.5833942,-58.89065512,-67.12738534,-30.97925622,32.34055602,9.645372139,71.95941578,31.81979071,-71.16594553,-0.617266273,-59.58485253,238,77.43,37.32182303,-167.9844698
239,76.88,237.0572641,-0.471953244,-44.79723432,-48.06493114,12.58093982,-35.82792384,-8.5081897,-16.89059643,-36.35019936,-88.28606457,-10.19302736,77.8538775,17.01373937,-24.41786498,8.504015631,-22.29909065,-45.17304261,11.02869145,-48.43828886,2.310461413,239,76.88,34.50135596,-300.4266819
240,72.5,127.8871636,-18.79771865,-67.31223272,0.413074887,0.654262982,-19.46682046,32.01406224,16.47480503,9.767884713,67.86144716,10.15670309,0.078339688,-62.27504124,51.91074894,14.22123256,62.11823295,23.78119582,-26.93646215,-9.953331065,57.22711753,240,72.5,36.70834139,141.9375013
241,75.5,256.4665304,-12.09030316,-18.38581132,-11.53226119,25.67165202,13.00966548,49.85821229,1.238868815,22.25487447,30.60815747,-51.75476597,2.903185435,44.30705898,-50.23311904,-0.39413677,-9.817803569,-59.78005948,68.41089051,11.86356303,-9.615200717,241,75.5,33.25183429,46.52266728
242,73.7,163.099102,-16.89957784,7.377225939,25.05728715,7.552524375,-8.474908545,-24.65145013,1.084961134,-6.362016683,-75.4049902,9.369655713,43.58163332,-65.03217228,53.81480492,71.47487696,56.54606082,24.14310947,-35.3089772,40.43547861,21.3201785,242,73.7,38.30992114,129.623704
243,72.84,295.7598591,-18.81206112,-3.075148752,1.05725938,-33.16899374,-2.372120046,-58.51079462,17.14198406,-33.29726314,8.721906914,-4.230095886,7.899277089,43.5462798,10.16898075,-36.30268705,-5.187576426,-18.56328318,0.896363772,-53.3253547,5.091283015,243,72.84,24.5477161,-172.3220439
244,75.92,221.3265616,33.652206,42.44057301,-55.70939532,1.297147993,-23.25977154,8.830924124,-32.42834191,-16.99499892,32.93392151,-14.85317455,35.54049323,-59.40517543,11.15362196,46.28689092,-36.00815813,47.98761649,76.3178086,27.84733089,-12.55824374,244,75.92,37.02534868,113.0712752
245,74.89,288.3044271,-47.36784661,-18.91048318,-11.9615734,-31.12248068,10.70197627,24.71603205,2.140103992,18.00135681,-68.38250092,3.726383228,-27.60750297,23.95256635,-27.19681363,10.71170446,18.4676637,-22.4272052,-38.53623698,35.7432444,6.12307447,245,74.89,27.40660307,-139.2285378
246,74.2,165.0525125,15.05391664,1.531683091,22.68781529,-12.11575402,49.71145464,2.012761525,-35.88410811,-54.92655492,56.35017811,22.33244022,38.64230252,-23.93375939,29.8917666,-68.37371491,-40.22533852,-11.09300938,-3.978568095,-43.28938055,80.42232279,246,74.2,39.0985628,24.81645353
247,74.24,279.5826732,-29.99604221,3.82159886,-8.907094647,38.77272871,-1.39327014,-40.76163387,37.98221077,-23.32831802,3.191578274,-57.88020957,-40.96246629,-31.91414123,-23.25345669,27.85820193,-2.180721133,-13.98294793,62.44726361,-8.783233744,-24.42462362,247,74.24,30.22179361,-133.6945769
248,75,206.4741605,8.055693213,-8.079753835,9.467760736,-24.45642599,-43.03754958,-16.30976797,-9.229036971,34.95013816,-21.78584047,48.3573688,13.5772201,90.7661711,-52.08019288,26.64220077,-6.9933981,4.723598523,-59.56201081,42.690151,-35.33002302,248,75,36.69943808,2.366302776
249,74.14,294.0080317,7.186229897,10.94667851,5.303653001,-11.34159229,3.769595196,1.677750751,-40.51258467,23.57880824,4.996196456,-23.16330003,-32.25481255,-50.04363094,24.51622292,11.25704537,-4.466023917,-19.67272703,-17.11862397,-65.90068337,32.32456103,249,74.14,25.59666218,-138.9172374
250,74.08,194.408995,11.47498812,-67.52760957,18.45936348,-12.82804209,-35.39070696,10.66460564,30.31696417,-98.556269,-43.23121996,-45.07571051,-15.20346628,43.53214471,-39.465133,10.06901012,23.68862334,-4.96525746,46.73637998,12.81124211,41.47813294,250,74.08,38.97634084,-113.0119602
251,75.55,272.296216,-7.716526742,-3.118883791,11.43916415,-23.51866545,25.41621531,0.564970238,27.57146392,28.57681592,64.76852651,44.96459205,44.40798674,-40.3348325,-1.599980086,-18.68990716,12.49510589,-6.868072053,6.635049819,16.66630729,-71.32803313,251,75.55,30.87844317,110.3312969
252,76.45,183.1954568,3.240377289,-13.38838203,10.55281949,5.090610445,9.385018858,-18.71511879,-50.94754869,11.09432079,-28.14151651,-99.69066975,-79.81438388,-25.52765609,-34.54103021,73.16043127,-2.257008704,17.24112445,-58.53937871,10.57477867,16.95848222,252,76.45,38.73510846,-254.2647299
253,75.95,290.2260487,-10.7694074,-28.81866904,-7.423367851,-10.45234897,-22.17676069,-20.11674972,13.37183463,-60.0328129,-46.59445723,33.61594607,53.68929554,2.5532624,-5.52839247,-11.20809474,-0.55661602,-6.937399712,29.45420206,-42.71593651,58.26484303,253,75.95,30.70628615,-82.38162952
254,75.33,155.5438676,17.10840373,-19.41728555,-24.13950132,-24.98719978,7.932625217,-5.367162996,-3.100461992,38.94427622,31.28245025,-4.078426967,-77.71187848,-2.882752007,-9.704894542,-37.96397563,44.92086996,57.35651302,8.537088631,32.45418595,-97.73110263,254,75.33,38.25867419,-68.54822892
255,77.22,294.3555319,25.75122358,-8.690781766,-22.06327676,-8.637370376,42.68678356,60.87794017,-36.32169328,-40.90285104,-33.15622718,-16.27685079,15.56204311,7.057773065,8.784289589,43.70048171,39.89169702,-33.98684732,-15.67476749,-34.51715829,19.55600297,255,77.22,30.79646951,13.64041048
256,72.38,132.8317099,10.75251048,-15.11096762,5.664008241,36.89640457,-14.07338494,-38.94840306,47.16379656,-55.90836618,12.725144,71.80029134,7.523675773,-5.288565813,-37.12075432,19.94623034,4.096690926,40.9574332,13.44767147,79.47460673,30.97112407,256,72.38,34.56385421,214.9691458
257,74.16,245.7865907,25.06849804,10.38263269,-12.5161436,-25.80824547,11.87007294,-55.01802379,-24.72139709,41.68144766,60.31412974,3.476526812,-58.90037973,-26.2002335,32.52993776,22.8472575,54.33014578,-17.4545703,17.89638209,-59.15288292,14.03849664,257,74.16,35.33496469,14.66365125
258,72,132.1434627,-21.39178823,-10.38105858,34.82185677,-6.576281513,-7.832578015,3.744083177,-14.50866003,-40.18210751,-91.16313687,-6.530662269,48.87844148,29.04628856,-46.05604868,-7.182893158,2.562365062,69.08187157,-18.39515319,48.05451198,4.12948321,258,72,36.1845492,-29.88146624
259,73.58,258.0684845,-5.367840157,-8.098846192,-48.31923088,-56.1372904,3.411827372,-49.46285855,-25.90258233,4.101865663,49.51915843,35.93212932,-25.46325838,-56.33690459,40.55021815,-18.9942151,-6.035407217,-19.58917037,-3.836747635,-22.55638326,-36.19202036,259,73.58,30.16906271,-248.7775565
260,76.91,189.4493033,45.64130805,-66.45468459,-29.90287144,-4.000973963,16.79054111,-37.59341565,-64.03900768,26.83916408,-60.06122109,7.418026334,24.20641079,44.46443505,-53.58996406,-11.68580957,-45.04509711,10.52758696,31.94758223,-9.307074311,57.86085784,260,76.91,39.09969968,-115.984207
261,72.95,275.0730816,-2.837697109,-0.711875936,-12.85677877,16.32444423,59.97162777,-5.125079049,-16.86186923,-45.97190925,12.78716586,-6.219135664,1.950078834,12.41676115,61.36310152,36.16762657,20.85602146,-17.00080026,-1.20876065,-65.21230442,17.06026269,261,72.95,29.86123817,64.89087975
262,74.17,194.5712164,-9.970856365,-25.75881872,7.69023637,5.795829322,-22.05072791,-67.31770005,0.738339099,-38.80883758,-53.36448475,-67.70115634,-18.25991756,20.0373108,-91.9088704,48.20933703,-6.839169402,17.95819879,-40.56120761,29.92586291,-2.059966252,262,74.17,35.56656076,-314.2465986
263,75.2,286.9672942,13.20358558,-11.22509008,33.20698198,-7.640162977,-28.07945249,-7.869120381,-43.7141348,4.106655627,27.51976461,58.62587125,30.68605347,-8.528462745,-0.963340956,2.246966582,10.24689567,-27.7996046,50.36263792,33.31689196,-15.33906534,263,75.2,26.70429169,112.3638703
264,74.2,166.1948158,29.43915994,-22.734476,65.9982705,20.01564165,19.35215212,36.27348821,-42.72075765,-40.14932486,30.8779997,-20.19796262,-54.49685183,-2.879450028,40.2373132,-6.150415946,10.48696242,42.17816961,78.35265354,-31.905989,43.49116499,264,74.2,37.1273447,195.4677479
265,77.18,309.8886075,34.27740526,26.41820202,14.23652802,-7.202360216,-28.81868287,-46.23192202,46.70562023,-45.26373841,-38.32224307,-26.0243263,-8.265642008,-2.583170935,-18.82282241,-2.327513069,-20.74984395,-1.011792554,9.69121667,-10.40093909,-0.509721706,265,77.18,24.83097926,-125.2057464
266,79.29,127.3257323,-8.818184824,44.20611123,16.43433035,-13.92155309,-11.35854997,-23.14519973,3.7332371,64.99990305,18.19323543,81.08528441,-13.81037951,-2.2186233,5.8067746,-2.690537984,-36.89682952,6.94623941,-64.82153189,-70.60981124,-52.07737159,266,79.29,38.16044677,-58.96345707
267,77.44,273.5900313,-8.349919706,58.84822987,27.87735741,18.74699662,47.1078149,-52.34242185,-22.62098755,-61.37275126,13.98377688,-57.44784115,-36.49801002,-31.65466078,30.23622292,17.25946044,32.88451081,-10.2511774,-8.635811269,-6.880361609,5.237200362,267,77.44,34.16306892,-43.87237238
268,76.33,152.0314812,0.511782145,4.652462222,-70.69940431,-0.934623678,-58.32957984,12.05821608,56.06605895,-84.06583299,-24.23786278,-8.057371411,50.94786198,-13.10654473,27.61073366,-20.12822959,3.331827499,-59.30371261,9.00675582,55.2373627,1.534759793,268,76.33,39.26814827,-117.9053411
269,77.22,250.5219814,31.78456298,-14.20003379,-56.85792447,17.81225298,-7.433733779,-10.21967457,13.82137099,72.62642129,74.86445404,46.6070811,-40.02481116,-17.92430447,-1.222934711,-29.06124663,7.126155733,19.66067801,18.68981577,33.7221247,1.835325871,269,77.22,33.62814563,161.6055799
270,77.45,185.315864,40.51263705,-34.30077434,-14.63485995,-13.43968664,58.24236875,-11.18304745,-29.72533485,12.28596829,-52.42948915,-95.95595725,-34.03035541,-1.251020884,43.64175102,25.22329144,42.17994769,41.31802232,7.275534594,-70.30897872,-19.95439349,270,77.45,40.84932813,-106.534377
271,76.53,277.4383893,-15.09322186,-25.81702798,-4.413026562,34.53505776,24.76170115,16.46388918,-41.44236886,-44.82934765,18.8353245,14.66440842,76.55970692,-26.54368629,-1.999571394,-13.79236881,-8.814595681,19.77735802,38.00589264,32.85628523,41.9083123,271,76.53,30.63267952,135.622721
272,77.3,171.5596514,4.66400491,-4.784901337,-31.7305077,28.53246054,9.048967596,28.9694856,20.61663915,27.10509432,-39.76869571,-22.18803669,-131.4804234,-48.94328534,-44.38347071,39.15563307,-3.022195124,-22.08571779,-33.74561384,-13.57112792,-12.43176718,272,77.3,38.31288681,-250.0434576
273,73.18,272.3872871,16.94273023,-65.08724514,-13.1630705,18.71685782,-3.372865451,-55.12504795,13.93605853,-25.08235328,-25.58121581,-15.92758565,41.57984511,52.43243544,-2.329632391,26.40456208,-17.1158187,19.13087243,4.202832667,-50.04059139,36.93593315,273,73.18,32.00238992,-42.54329881
274,66.67,132.4754782,-4.773023087,-24.64857862,22.0029391,32.87586395,2.922469021,-41.20525461,-63.16505735,41.16567132,59.61632409,62.53070295,-43.61105913,-34.15808242,-9.176187901,33.23541825,-27.01447372,-37.45552738,18.76731339,-40.01267724,-19.14410571,274,66.67,36.62978384,-71.2473251
275,73.05,267.2605986,73.39322533,40.67253423,27.01943053,24.69218367,22.25788092,39.23781065,-35.73591121,-10.09215213,-34.15225782,-27.59548987,-17.59279443,-9.134406131,-21.16710696,-2.060588838,17.96134561,-32.66954052,13.79665484,20.1460372,-25.45641508,275,73.05,29.90283574,63.52043999
276,67,148.4673853,42.50731053,-18.64026618,24.38993139,10.15537377,3.009788661,-60.7617706,66.64703977,21.38596073,-75.87412262,29.15429637,23.39330652,-24.93107494,26.40433018,31.07892995,56.94410725,1.935354252,-2.849597921,7.766292683,48.9009568,276,67,35.73494737,210.6161466
277,71.05,252.5903396,33.05345361,-3.695954094,-35.40837964,-58.02646477,-32.73547133,-92.08131585,-16.39198651,12.28323812,30.8631811,4.71145918,-13.31867164,23.33453164,15.26418452,-3.987433091,0.325623844,1.105388994,12.17169915,-55.18354135,2.780821602,277,71.05,31.8172939,-174.9356365
