Time,Average Speed,F(λ_1),F(λ_2),F(λ_3),F(λ_4),F(λ_5),F(λ_6),F(λ_7),F(λ_8),F(λ_9),F(λ_10),F(λ_11),F(λ_12),F(λ_13),F(λ_14),F(λ_15),F(λ_16),F(λ_17),F(λ_18),F(λ_19),F(λ_20),Time,Average Speed
19.0,70.0,112.41370959657516,12.931771661088003,12.241961016158449,5.134525757855084,37.337783080745155,3.573219176409637,9.9948103832032,34.88485740782351,47.25257339764082,33.02394279468192,28.76999869107229,14.052730421530462,69.58100482904328,5.399433902305505,12.654145906231983,68.85112796845164,56.018152393419975,18.9137478677768,32.358776995476084,15.141438435457083,19.0,70.0
20.0,69.56,139.51539632584547,62.74038386033202,53.161291444677886,20.2633655500933,9.731519789481839,30.07365327825824,28.566791120555493,37.154775002693086,3.6068444423803783,29.43280029334134,23.590408612531462,64.57808520393417,13.39072189870005,20.67112993491238,22.262000648988945,60.0512148626657,54.16960533047468,16.971258649814292,8.648485114578271,20.616785915808197,20.0,69.56
21.0,68.29,195.2037980333181,6.632573568833861,16.451454889353744,9.285494189815417,3.783329758457363,17.738792051445902,33.66684460416673,3.5760954457150245,25.659942004491384,29.615785216080937,5.751775557345894,53.835046232816445,60.122336257454606,5.731799564565206,87.91624983193952,54.28652634793895,19.69905776459457,11.407833335959213,47.13837217823281,16.355711417549642,21.0,68.29
22.0,69.57,111.7254623949635,1.6508418699155527,7.6289184995246195,6.024867971010792,14.54981301966619,5.415752122563296,31.278617715195324,67.91280220631211,32.15229942419545,0.9915970379712533,25.835075136703566,12.650201643991252,56.762360920843804,4.5657208585232905,45.36320701758041,10.798894161666393,36.93604081101294,23.134563635820754,16.594966871782756,79.60725965308492,22.0,69.57
23.0,71.47,204.13948293283195,40.605732107294145,26.840370573744536,16.061983983422415,57.93954707627684,39.51534849685389,67.79649929916958,46.99408892565787,45.00419285256649,4.609912198559531,3.559987108391482,40.19722737422057,78.15405475084947,8.761452621528445,16.139825942689093,8.357717324208187,15.043694408681386,18.59091038834204,20.890086244667035,11.660840910310032,23.0,71.47
24.0,71.8,164.7204969190632,5.791113414031791,28.837742875533156,79.2064572085401,17.402024321620857,27.18318642232875,0.8564909663921121,20.413149718511107,29.088027388874504,28.311965781749706,21.042254100112373,19.644439205817925,75.52922202706208,47.46284452368173,5.226860337274428,21.255533984022506,12.605517205736415,44.216902553821726,39.30911020747479,39.00067475799541,24.0,71.8
25.0,72.24,238.72559315598497,43.09406756796191,33.54121050059219,10.944016943530327,33.81633621095022,49.10223678920325,37.00605779329899,51.62849559563308,49.79772780460066,33.76978789773135,30.170056285865417,50.56653881419848,48.634199753561155,23.573561278360728,13.360605800539231,6.221020967861003,7.769163409723886,13.561271708069865,5.8641622110805915,14.0500253574066,25.0,72.24
26.0,71.17,97.96051836272996,0.5705864594093235,25.619995593520482,9.829191396031774,20.51315230892236,3.4852215072405768,21.49397715579428,18.347623035334454,90.53263677665191,24.104015306212535,3.504956607213124,5.212002886376048,1.7048961307616057,38.83185257721662,47.23717981537197,28.071966754754524,58.33010231470556,20.027077175522994,24.758240849226784,33.26528141123137,26.0,71.17
27.0,70.69,205.92787459704078,6.8616686096665624,4.977732179345843,32.06891820857123,15.963493918758928,22.67234312597479,60.93439791866585,11.07507206639857,0.4460194807787481,54.993026320452586,23.489882764043394,16.480374145303365,25.66214700114903,88.28675728587046,50.84018300183305,3.5066485020729523,24.11354609232353,8.203031843375356,36.45397140684159,23.029027805779688,27.0,70.69
28.0,71.0,137.05506153423713,23.38519417564259,0.8724693874680298,6.704056672330779,8.012145380577625,21.258723609769177,13.082503594510474,53.994989623750435,20.521996649949486,5.06653779202113,47.627294544377754,9.985513730726087,26.362941864961144,72.06479891637302,15.24808923687683,53.50673407398395,10.59907789596815,5.417268853934054,102.4838602785876,15.370854169327629,28.0,71.0
29.0,70.11,255.0506744409913,55.430524069066635,12.720941818542052,6.956625818716571,42.55321379199692,53.783396287053556,18.731541552010388,30.64141049945831,17.042273590615515,6.51337726455837,25.61938105248371,5.368074216915449,26.99444593998365,49.44246064003881,14.320027555176432,33.03886294289917,32.298180997945245,5.212775396590946,5.65304186157503,5.565599235965889,29.0,70.11
30.0,69.3,153.8111414913345,27.707077305350076,8.103349072566104,43.22983914867301,11.926673691775886,33.02722131736788,10.571454850949022,3.643958564840565,29.26491029122476,69.25362815916704,18.453156166875885,75.0693470160489,38.358647834530785,2.9727286979348175,26.308836564163396,53.884206734824815,28.780139595237483,43.09230460053412,2.0435647475979444,34.30976028252584,30.0,69.3
31.0,70.77,270.5952787528885,0.6413693325214993,40.34264280662569,34.473063990313534,16.015313648841097,24.410974884665464,11.371851810389277,22.359921011137743,31.613168074282374,44.48200328953207,21.19836153309151,5.219052004138909,32.265109099390955,17.025505618524058,3.152087664196973,15.680591265699611,13.246426535772219,45.384139322664346,19.148194117697262,15.715557117572875,31.0,70.77
32.0,69.55,170.06029707905563,0.46627247851142073,35.02415680689123,12.171855184619936,24.704917876860698,7.890527423727228,46.50457078052246,5.003665872765868,53.40109013228275,25.042906519788193,27.283216317760033,15.25060885682581,72.04586106007146,53.4778193406798,39.691393998655826,20.394769086454957,35.08288189289726,62.221130185303835,30.437213263601638,12.681103643850724,32.0,69.55
33.0,69.53,251.4078554947142,29.959461839107004,4.449800961373494,7.247292705157083,29.617026463168408,64.86490466134785,9.583131763329156,59.77663028137212,2.1812094451126534,13.444703504506645,6.951760977419056,7.455528891426503,45.517225049364384,38.8585534412132,5.438816651801314,11.227401840803864,28.964327185734906,19.021784396649274,18.120965443933414,31.168750978975226,33.0,69.53
34.0,69.0,106.37297481865414,11.67803543565727,34.829573736248086,46.569245173941646,18.603210907825705,14.017256324345198,36.98103697793882,42.330899367545285,28.66907936967536,43.50011566395251,9.51891267987994,23.038243641168016,58.01323231832613,50.94101359616666,27.351021344020857,4.83700165067315,26.63603431503404,61.17219913143062,24.917801717078376,12.312523931724307,34.0,69.0
